dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_15_rnc,S,Random,0,968,1,0,10,0
oml_dataset_15_rnc,SDVC,Random,0,1043,1,0,10,0
oml_dataset_15_rnc,SMVF,Random,0,1083,1,0,10,0
oml_dataset_15_rnc,SSN,Random,0,1329,1,0,10,0
oml_dataset_15_rnc,SCV,Random,0,1072,1,0,10,0
oml_dataset_15_rnc,SDVCMVF,Random,0,1173,1,0,10,0
oml_dataset_15_rnc,SDVCSN,Random,0,1408,1,0,10,0
oml_dataset_15_rnc,SMVFSN,Random,0,1447,1,0,10,0
oml_dataset_15_rnc,SMVFCV,Random,0,1190,1,0,10,0
oml_dataset_15_rnc,SSNCV,Random,0,1437,1,0,10,0
oml_dataset_15_rnc,ALL,Random,0,1524,1,0,10,0
