dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_46_rnc,S,Random,0,1231,39,16,0,0
oml_dataset_46_rnc,SDVC,Random,0,1529,39,16,0,0
oml_dataset_46_rnc,SMVF,Random,0,1742,39,16,0,0
oml_dataset_46_rnc,SSN,Random,0,1658,39,16,0,0
oml_dataset_46_rnc,SCV,Random,0,1672,39,16,0,0
oml_dataset_46_rnc,SDVCMVF,Random,0,2099,39,16,0,0
oml_dataset_46_rnc,SDVCSN,Random,0,1960,39,16,0,0
oml_dataset_46_rnc,SMVFSN,Random,0,2172,39,16,0,0
oml_dataset_46_rnc,SMVFCV,Random,0,2186,39,16,0,0
oml_dataset_46_rnc,SSNCV,Random,0,2103,39,16,0,0
oml_dataset_46_rnc,ALL,Random,0,2598,39,16,0,0
