dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_47_rnc,S,Random,0,973,1,10,1,0
oml_dataset_47_rnc,SDVC,Random,0,1061,1,10,1,0
oml_dataset_47_rnc,SMVF,Random,0,1097,1,10,1,0
oml_dataset_47_rnc,SSN,Random,0,1322,1,10,1,0
oml_dataset_47_rnc,SCV,Random,0,1021,1,10,1,0
oml_dataset_47_rnc,SDVCMVF,Random,0,1201,1,10,1,0
oml_dataset_47_rnc,SDVCSN,Random,0,1414,1,10,1,0
oml_dataset_47_rnc,SMVFSN,Random,0,1449,1,10,1,0
oml_dataset_47_rnc,SMVFCV,Random,0,1148,1,10,1,0
oml_dataset_47_rnc,SSNCV,Random,0,1374,1,10,1,0
oml_dataset_47_rnc,ALL,Random,0,1518,1,10,1,0
