dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_99_rnc,S,Random,0,901,0,1,2,0
oml_dataset_99_rnc,SDVC,Random,0,938,0,1,2,0
oml_dataset_99_rnc,SMVF,Random,0,944,0,1,2,0
oml_dataset_99_rnc,SSN,Random,0,998,0,1,2,0
oml_dataset_99_rnc,SCV,Random,0,925,0,1,2,0
oml_dataset_99_rnc,SDVCMVF,Random,0,988,0,1,2,0
oml_dataset_99_rnc,SDVCSN,Random,0,1039,0,1,2,0
oml_dataset_99_rnc,SMVFSN,Random,0,1044,0,1,2,0
oml_dataset_99_rnc,SMVFCV,Random,0,971,0,1,2,0
oml_dataset_99_rnc,SSNCV,Random,0,1026,0,1,2,0
oml_dataset_99_rnc,ALL,Random,0,1053,0,1,2,0
