dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_1_rnc,S,Random,0,1060,1,22,5,0
dataset_1_rnc,SDVC,Random,0,1220,1,22,5,0
dataset_1_rnc,SMVF,Random,0,1328,1,22,5,0
dataset_1_rnc,SSN,Random,0,1762,1,22,5,0
dataset_1_rnc,SCV,Random,0,1156,1,22,5,0
dataset_1_rnc,SDVCMVF,Random,0,1520,1,22,5,0
dataset_1_rnc,SDVCSN,Random,0,1926,1,22,5,0
dataset_1_rnc,SMVFSN,Random,0,2033,1,22,5,0
dataset_1_rnc,SMVFCV,Random,0,1427,1,22,5,0
dataset_1_rnc,SSNCV,Random,0,1862,1,22,5,0
dataset_1_rnc,ALL,Random,0,2192,1,22,5,0
