dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_61_rnc,S,Random,0,950,0,0,10,1
oml_dataset_61_rnc,SDVC,Random,0,1035,0,0,10,1
oml_dataset_61_rnc,SMVF,Random,0,1065,0,0,10,1
oml_dataset_61_rnc,SSN,Random,0,1236,0,0,10,1
oml_dataset_61_rnc,SCV,Random,0,974,0,0,10,1
oml_dataset_61_rnc,SDVCMVF,Random,0,1165,0,0,10,1
oml_dataset_61_rnc,SDVCSN,Random,0,1325,0,0,10,1
oml_dataset_61_rnc,SMVFSN,Random,0,1354,0,0,10,1
oml_dataset_61_rnc,SMVFCV,Random,0,1092,0,0,10,1
oml_dataset_61_rnc,SSNCV,Random,0,1264,0,0,10,1
oml_dataset_61_rnc,ALL,Random,0,1411,0,0,10,1
