dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_1_rnc,S,Random,0,1076,1,0,28,0
oml_dataset_1_rnc,SDVC,Random,0,1269,1,0,28,0
oml_dataset_1_rnc,SMVF,Random,0,1353,1,0,28,0
oml_dataset_1_rnc,SSN,Random,0,2029,1,0,28,0
oml_dataset_1_rnc,SCV,Random,0,1267,1,0,28,0
oml_dataset_1_rnc,SDVCMVF,Random,0,1579,1,0,28,0
oml_dataset_1_rnc,SDVCSN,Random,0,2226,1,0,28,0
oml_dataset_1_rnc,SMVFSN,Random,0,2309,1,0,28,0
oml_dataset_1_rnc,SMVFCV,Random,0,1547,1,0,28,0
oml_dataset_1_rnc,SSNCV,Random,0,2224,1,0,28,0
oml_dataset_1_rnc,ALL,Random,0,2531,1,0,28,0
