dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_2_rnc,S,Random,0,1508,1,0,100,0
oml_dataset_2_rnc,SDVC,Random,0,2233,1,0,100,0
oml_dataset_2_rnc,SMVF,Random,0,2433,1,0,100,0
oml_dataset_2_rnc,SSN,Random,0,4844,1,0,100,0
oml_dataset_2_rnc,SCV,Random,0,1532,1,0,100,0
oml_dataset_2_rnc,SDVCMVF,Random,0,3263,1,0,100,0
oml_dataset_2_rnc,SDVCSN,Random,0,5573,1,0,100,0
oml_dataset_2_rnc,SMVFSN,Random,0,5772,1,0,100,0
oml_dataset_2_rnc,SMVFCV,Random,0,2460,1,0,100,0
oml_dataset_2_rnc,SSNCV,Random,0,4872,1,0,100,0
oml_dataset_2_rnc,ALL,Random,0,6469,1,0,100,0
