dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_108_rnc,S,Random,0,907,0,3,1,0
oml_dataset_108_rnc,SDVC,Random,0,948,0,3,1,0
oml_dataset_108_rnc,SMVF,Random,0,959,0,3,1,0
oml_dataset_108_rnc,SSN,Random,0,1026,0,3,1,0
oml_dataset_108_rnc,SCV,Random,0,931,0,3,1,0
oml_dataset_108_rnc,SDVCMVF,Random,0,1008,0,3,1,0
oml_dataset_108_rnc,SDVCSN,Random,0,1071,0,3,1,0
oml_dataset_108_rnc,SMVFSN,Random,0,1081,0,3,1,0
oml_dataset_108_rnc,SMVFCV,Random,0,986,0,3,1,0
oml_dataset_108_rnc,SSNCV,Random,0,1054,0,3,1,0
oml_dataset_108_rnc,ALL,Random,0,1094,0,3,1,0
