dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_39_rnc,S,Random,0,1249,19,29,10,0
oml_dataset_39_rnc,SDVC,Random,0,1561,19,29,10,0
oml_dataset_39_rnc,SMVF,Random,0,1787,19,29,10,0
oml_dataset_39_rnc,SSN,Random,0,2264,19,29,10,0
oml_dataset_39_rnc,SCV,Random,0,1722,19,29,10,0
oml_dataset_39_rnc,SDVCMVF,Random,0,2161,19,29,10,0
oml_dataset_39_rnc,SDVCSN,Random,0,2580,19,29,10,0
oml_dataset_39_rnc,SMVFSN,Random,0,2805,19,29,10,0
oml_dataset_39_rnc,SMVFCV,Random,0,2263,19,29,10,0
oml_dataset_39_rnc,SSNCV,Random,0,2741,19,29,10,0
oml_dataset_39_rnc,ALL,Random,0,3257,19,29,10,0
