dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_102_rnc,S,Random,0,925,0,6,0,1
oml_dataset_102_rnc,SDVC,Random,0,980,0,6,0,1
oml_dataset_102_rnc,SMVF,Random,0,1004,0,6,0,1
oml_dataset_102_rnc,SSN,Random,0,1091,0,6,0,1
oml_dataset_102_rnc,SCV,Random,0,997,0,6,0,1
oml_dataset_102_rnc,SDVCMVF,Random,0,1070,0,6,0,1
oml_dataset_102_rnc,SDVCSN,Random,0,1150,0,6,0,1
oml_dataset_102_rnc,SMVFSN,Random,0,1173,0,6,0,1
oml_dataset_102_rnc,SMVFCV,Random,0,1079,0,6,0,1
oml_dataset_102_rnc,SSNCV,Random,0,1167,0,6,0,1
oml_dataset_102_rnc,ALL,Random,0,1218,0,6,0,1
