dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_16_rnc,S,Random,0,1124,0,0,0,37
oml_dataset_16_rnc,SDVC,Random,0,1329,0,0,0,37
oml_dataset_16_rnc,SMVF,Random,0,1473,0,0,0,37
oml_dataset_16_rnc,SSN,Random,0,1140,0,0,0,37
oml_dataset_16_rnc,SCV,Random,0,1436,0,0,0,37
oml_dataset_16_rnc,SDVCMVF,Random,0,1719,0,0,0,37
oml_dataset_16_rnc,SDVCSN,Random,0,1349,0,0,0,37
oml_dataset_16_rnc,SMVFSN,Random,0,1492,0,0,0,37
oml_dataset_16_rnc,SMVFCV,Random,0,1788,0,0,0,37
oml_dataset_16_rnc,SSNCV,Random,0,1456,0,0,0,37
oml_dataset_16_rnc,ALL,Random,0,1777,0,0,0,37
