dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_109_rnc,S,Random,0,1329,1,35,11,22
oml_dataset_109_rnc,SDVC,Random,0,1702,1,35,11,22
oml_dataset_109_rnc,SMVF,Random,0,1966,1,35,11,22
oml_dataset_109_rnc,SSN,Random,0,2640,1,35,11,22
oml_dataset_109_rnc,SCV,Random,0,1657,1,35,11,22
oml_dataset_109_rnc,SDVCMVF,Random,0,2412,1,35,11,22
oml_dataset_109_rnc,SDVCSN,Random,0,3017,1,35,11,22
oml_dataset_109_rnc,SMVFSN,Random,0,3280,1,35,11,22
oml_dataset_109_rnc,SMVFCV,Random,0,2297,1,35,11,22
oml_dataset_109_rnc,SSNCV,Random,0,2972,1,35,11,22
oml_dataset_109_rnc,ALL,Random,0,3739,1,35,11,22
