dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_34_rnc,S,Random,0,1070,0,21,7,0
oml_dataset_34_rnc,SDVC,Random,0,1237,0,21,7,0
oml_dataset_34_rnc,SMVF,Random,0,1338,0,21,7,0
oml_dataset_34_rnc,SSN,Random,0,1810,0,21,7,0
oml_dataset_34_rnc,SCV,Random,0,1254,0,21,7,0
oml_dataset_34_rnc,SDVCMVF,Random,0,1537,0,21,7,0
oml_dataset_34_rnc,SDVCSN,Random,0,1981,0,21,7,0
oml_dataset_34_rnc,SMVFSN,Random,0,2081,0,21,7,0
oml_dataset_34_rnc,SMVFCV,Random,0,1525,0,21,7,0
oml_dataset_34_rnc,SSNCV,Random,0,1998,0,21,7,0
oml_dataset_34_rnc,ALL,Random,0,2280,0,21,7,0
