dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_48_rnc,S,Random,0,1627,33,20,52,16
oml_dataset_48_rnc,SDVC,Random,0,2283,33,20,52,16
oml_dataset_48_rnc,SMVF,Random,0,2732,33,20,52,16
oml_dataset_48_rnc,SSN,Random,0,3510,33,20,52,16
oml_dataset_48_rnc,SCV,Random,0,2417,33,20,52,16
oml_dataset_48_rnc,SDVCMVF,Random,0,3513,33,20,52,16
oml_dataset_48_rnc,SDVCSN,Random,0,4170,33,20,52,16
oml_dataset_48_rnc,SMVFSN,Random,0,4618,33,20,52,16
oml_dataset_48_rnc,SMVFCV,Random,0,3525,33,20,52,16
oml_dataset_48_rnc,SSNCV,Random,0,4304,33,20,52,16
oml_dataset_48_rnc,ALL,Random,0,5531,33,20,52,16
