dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_70_rnc,S,Random,0,1213,44,11,0,0
oml_dataset_70_rnc,SDVC,Random,0,1511,44,11,0,0
oml_dataset_70_rnc,SMVF,Random,0,1724,44,11,0,0
oml_dataset_70_rnc,SSN,Random,0,1515,44,11,0,0
oml_dataset_70_rnc,SCV,Random,0,1663,44,11,0,0
oml_dataset_70_rnc,SDVCMVF,Random,0,2081,44,11,0,0
oml_dataset_70_rnc,SDVCSN,Random,0,1817,44,11,0,0
oml_dataset_70_rnc,SMVFSN,Random,0,2029,44,11,0,0
oml_dataset_70_rnc,SMVFCV,Random,0,2177,44,11,0,0
oml_dataset_70_rnc,SSNCV,Random,0,1969,44,11,0,0
oml_dataset_70_rnc,ALL,Random,0,2458,44,11,0,0
