dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_37_rnc,S,Random,0,962,0,2,4,4
oml_dataset_37_rnc,SDVC,Random,0,1036,0,2,4,4
oml_dataset_37_rnc,SMVF,Random,0,1068,0,2,4,4
oml_dataset_37_rnc,SSN,Random,0,1142,0,2,4,4
oml_dataset_37_rnc,SCV,Random,0,1026,0,2,4,4
oml_dataset_37_rnc,SDVCMVF,Random,0,1156,0,2,4,4
oml_dataset_37_rnc,SDVCSN,Random,0,1220,0,2,4,4
oml_dataset_37_rnc,SMVFSN,Random,0,1251,0,2,4,4
oml_dataset_37_rnc,SMVFCV,Random,0,1135,0,2,4,4
oml_dataset_37_rnc,SSNCV,Random,0,1210,0,2,4,4
oml_dataset_37_rnc,ALL,Random,0,1312,0,2,4,4
