dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_3,Conf-1,Random,0,1225,1,70,8,0
dataset_3,Conf-2,Random,0,1680,1,70,8,0
dataset_3,Conf-3,Random,0,1956,1,70,8,0
dataset_3,Conf-4,Random,0,3285,1,70,8,0
dataset_3,Conf-5,Random,0,1732,1,70,8,0
dataset_3,Conf-6,Random,0,2495,1,70,8,0
dataset_3,Conf-7,Random,0,4021,1,70,8,0
dataset_3,Conf-8,Random,0,2468,1,70,8,0
dataset_3,Conf-9,Random,0,3797,1,70,8,0
dataset_3,Conf-10,Random,0,4613,1,70,8,0
