dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_57_rnc,S,Random,0,1322,44,14,15,0
oml_dataset_57_rnc,SDVC,Random,0,1710,44,14,15,0
oml_dataset_57_rnc,SMVF,Random,0,1995,44,14,15,0
oml_dataset_57_rnc,SSN,Random,0,2073,44,14,15,0
oml_dataset_57_rnc,SCV,Random,0,1925,44,14,15,0
oml_dataset_57_rnc,SDVCMVF,Random,0,2460,44,14,15,0
oml_dataset_57_rnc,SDVCSN,Random,0,2465,44,14,15,0
oml_dataset_57_rnc,SMVFSN,Random,0,2749,44,14,15,0
oml_dataset_57_rnc,SMVFCV,Random,0,2601,44,14,15,0
oml_dataset_57_rnc,SSNCV,Random,0,2680,44,14,15,0
oml_dataset_57_rnc,ALL,Random,0,3325,44,14,15,0
