dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_101_rnc,S,Random,0,1165,17,24,0,6
oml_dataset_101_rnc,SDVC,Random,0,1420,17,24,0,6
oml_dataset_101_rnc,SMVF,Random,0,1604,17,24,0,6
oml_dataset_101_rnc,SSN,Random,0,1781,17,24,0,6
oml_dataset_101_rnc,SCV,Random,0,1557,17,24,0,6
oml_dataset_101_rnc,SDVCMVF,Random,0,1910,17,24,0,6
oml_dataset_101_rnc,SDVCSN,Random,0,2040,17,24,0,6
oml_dataset_101_rnc,SMVFSN,Random,0,2223,17,24,0,6
oml_dataset_101_rnc,SMVFCV,Random,0,1999,17,24,0,6
oml_dataset_101_rnc,SSNCV,Random,0,2177,17,24,0,6
oml_dataset_101_rnc,ALL,Random,0,2588,17,24,0,6
