dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_22_rnc,S,Random,0,1028,0,4,3,14
oml_dataset_22_rnc,SDVC,Random,0,1156,0,4,3,14
oml_dataset_22_rnc,SMVF,Random,0,1233,0,4,3,14
oml_dataset_22_rnc,SSN,Random,0,1229,0,4,3,14
oml_dataset_22_rnc,SCV,Random,0,1188,0,4,3,14
oml_dataset_22_rnc,SDVCMVF,Random,0,1386,0,4,3,14
oml_dataset_22_rnc,SDVCSN,Random,0,1361,0,4,3,14
oml_dataset_22_rnc,SMVFSN,Random,0,1437,0,4,3,14
oml_dataset_22_rnc,SMVFCV,Random,0,1396,0,4,3,14
oml_dataset_22_rnc,SSNCV,Random,0,1393,0,4,3,14
oml_dataset_22_rnc,ALL,Random,0,1588,0,4,3,14
