dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_100_rnc,S,Random,0,1333,0,16,58,1
oml_dataset_100_rnc,SDVC,Random,0,1771,0,16,58,1
oml_dataset_100_rnc,SMVF,Random,0,2024,0,16,58,1
oml_dataset_100_rnc,SSN,Random,0,3272,0,16,58,1
oml_dataset_100_rnc,SCV,Random,0,1517,0,16,58,1
oml_dataset_100_rnc,SDVCMVF,Random,0,2541,0,16,58,1
oml_dataset_100_rnc,SDVCSN,Random,0,3714,0,16,58,1
oml_dataset_100_rnc,SMVFSN,Random,0,3966,0,16,58,1
oml_dataset_100_rnc,SMVFCV,Random,0,2211,0,16,58,1
oml_dataset_100_rnc,SSNCV,Random,0,3460,0,16,58,1
oml_dataset_100_rnc,ALL,Random,0,4436,0,16,58,1
