dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_78_rnc,S,Random,0,931,0,8,0,0
oml_dataset_78_rnc,SDVC,Random,0,996,0,8,0,0
oml_dataset_78_rnc,SMVF,Random,0,1019,0,8,0,0
oml_dataset_78_rnc,SSN,Random,0,1162,0,8,0,0
oml_dataset_78_rnc,SCV,Random,0,971,0,8,0,0
oml_dataset_78_rnc,SDVCMVF,Random,0,1096,0,8,0,0
oml_dataset_78_rnc,SDVCSN,Random,0,1231,0,8,0,0
oml_dataset_78_rnc,SMVFSN,Random,0,1253,0,8,0,0
oml_dataset_78_rnc,SMVFCV,Random,0,1062,0,8,0,0
oml_dataset_78_rnc,SSNCV,Random,0,1206,0,8,0,0
oml_dataset_78_rnc,ALL,Random,0,1296,0,8,0,0
