dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_12_rnc,S,Random,0,956,0,4,2,3
oml_dataset_12_rnc,SDVC,Random,0,1024,0,4,2,3
oml_dataset_12_rnc,SMVF,Random,0,1053,0,4,2,3
oml_dataset_12_rnc,SSN,Random,0,1133,0,4,2,3
oml_dataset_12_rnc,SCV,Random,0,1020,0,4,2,3
oml_dataset_12_rnc,SDVCMVF,Random,0,1134,0,4,2,3
oml_dataset_12_rnc,SDVCSN,Random,0,1205,0,4,2,3
oml_dataset_12_rnc,SMVFSN,Random,0,1233,0,4,2,3
oml_dataset_12_rnc,SMVFCV,Random,0,1120,0,4,2,3
oml_dataset_12_rnc,SSNCV,Random,0,1201,0,4,2,3
oml_dataset_12_rnc,ALL,Random,0,1288,0,4,2,3
