dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_56_rnc,S,Random,0,1142,1,1,2,38
oml_dataset_56_rnc,SDVC,Random,0,1389,1,1,2,38
oml_dataset_56_rnc,SMVF,Random,0,1545,1,1,2,38
oml_dataset_56_rnc,SSN,Random,0,1244,1,1,2,38
oml_dataset_56_rnc,SCV,Random,0,1460,1,1,2,38
oml_dataset_56_rnc,SDVCMVF,Random,0,1839,1,1,2,38
oml_dataset_56_rnc,SDVCSN,Random,0,1495,1,1,2,38
oml_dataset_56_rnc,SMVFSN,Random,0,1650,1,1,2,38
oml_dataset_56_rnc,SMVFCV,Random,0,1866,1,1,2,38
oml_dataset_56_rnc,SSNCV,Random,0,1566,1,1,2,38
oml_dataset_56_rnc,ALL,Random,0,1977,1,1,2,38
