dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_88_rnc,S,Random,0,1213,0,1,54,0
oml_dataset_88_rnc,SDVC,Random,0,1558,0,1,54,0
oml_dataset_88_rnc,SMVF,Random,0,1724,0,1,54,0
oml_dataset_88_rnc,SSN,Random,0,2688,0,1,54,0
oml_dataset_88_rnc,SCV,Random,0,1237,0,1,54,0
oml_dataset_88_rnc,SDVCMVF,Random,0,2128,0,1,54,0
oml_dataset_88_rnc,SDVCSN,Random,0,3037,0,1,54,0
oml_dataset_88_rnc,SMVFSN,Random,0,3202,0,1,54,0
oml_dataset_88_rnc,SMVFCV,Random,0,1751,0,1,54,0
oml_dataset_88_rnc,SSNCV,Random,0,2716,0,1,54,0
oml_dataset_88_rnc,ALL,Random,0,3519,0,1,54,0
