id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,acc,auc,balacc,logloss,models_ensemble_count,acc_final
blood-transfusion-service-center,blood-transfusion-service-center,TPOT,72s,0,binary,0.718182,auc,local,0.12.1,,2.1.7,2024-01-08T02:30:55,88.9,82.6,0.009,567,121467895,0.764444,0.718182,0.600758,0.541858,,76.4444
sylvine,sylvine,AutoGluon,76s,0,binary,0.986095,auc,local,1.0.0,,2.1.7,2024-01-08T02:31:28,28.4,25.3,0.2,14,1932415978,0.948635,0.986095,0.948673,0.152178,4,94.8635
sylvine,sylvine,H2OAutoML,76s,0,binary,0.986589,auc,local,3.44.0.3,,2.1.7,2024-01-08T02:33:00,87.3,77.6,0.3,36,6989391,0.917425,0.986589,0.917353,0.150478,,91.7425
sylvine,sylvine,mljarsupervised,76s,0,binary,0.980295,auc,local,1.1.1,,2.1.7,2024-01-08T02:34:08,63.9,55.5,0.05,7,1885682757,0.944733,0.980295,0.944748,0.187905,,94.4733
sylvine,sylvine,constantpredictor,76s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T02:34:13,0.04,0.0004,0.00008,1,740646023,0.49935,0.5,0.5,0.693148,,49.935
sylvine,sylvine,RandomForest,76s,0,binary,0.983217,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T02:34:30,13.1,10.5,0.8,2000,1176295399,0.93303,0.983217,0.93307,0.182426,,93.303
sylvine,sylvine,TPOT,76s,0,binary,0.986122,auc,local,0.12.1,,2.1.7,2024-01-08T02:36:02,87.8,81.5,0.02,193,802197373,0.941482,0.986122,0.941528,0.181879,,94.1482
guillermo,guillermo,AutoGluon,988s,0,binary,0.906971,auc,local,1.0.0,,2.1.7,2024-01-08T02:53:18,1018.1,993.6,1.9,14,345475104,0.843833,0.906971,0.819916,0.367084,4,84.3833
guillermo,guillermo,H2OAutoML,988s,0,binary,0.884186,auc,local,3.44.0.3,,2.1.7,2024-01-08T03:10:46,1030.4,989.9,0.9,11,889598781,0.807167,0.884186,0.804806,0.403963,,80.7167
guillermo,guillermo,mljarsupervised,988s,0,binary,0.72646,auc,local,1.1.1,,2.1.7,2024-01-08T03:28:37,1053.8,1030.7,2.8,3,701955707,0.691167,0.72646,0.679769,0.588693,,69.1167
guillermo,guillermo,constantpredictor,988s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T03:29:03,7.4,0.0009,0.0002,1,1827686046,0.605167,0.5,0.5,0.670981,,60.5167
guillermo,guillermo,RandomForest,988s,0,binary,0.893049,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T03:33:09,227.6,196.5,1,2000,574073972,0.817167,0.893049,0.776464,0.443213,,81.7167
guillermo,guillermo,TPOT,988s,0,binary,0.780162,auc,local,0.12.1,,2.1.7,2024-01-08T03:56:01,1355.2,1321.9,0.1,93,408455991,0.747,0.780162,0.708514,0.699068,,74.7
segment,segment,AutoGluon,96s,0,multiclass,-0.211253,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T03:56:53,47.6,44.2,0.2,14,341677273,0.922078,,0.926368,0.211253,5,92.2078
segment,segment,H2OAutoML,96s,0,multiclass,-0.239811,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T03:58:47,109.7,98.7,0.3,32,1744792593,0.920635,,0.92435,0.239811,,92.0635
segment,segment,mljarsupervised,96s,0,multiclass,-0.23657,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T04:00:32,99.7,91.1,0.1,7,1107877291,0.903319,,0.908292,0.23657,,90.3319
segment,segment,constantpredictor,96s,0,multiclass,-1.9502,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T04:00:36,0.04,0.0008,0.00009,1,354371043,0.124098,,0.142857,1.9502,,12.4098
segment,segment,RandomForest,96s,0,multiclass,-0.217063,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T04:00:52,11.6,8.9,0.8,2000,1337796730,0.920635,,0.924271,0.217063,,92.0635
segment,segment,TPOT,96s,0,multiclass,-0.250842,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T04:03:10,133.2,126.8,0.01,159,2034676355,0.920635,,0.924704,0.250842,,92.0635
cnae-9,cnae-9,AutoGluon,90s,0,multiclass,-0.233929,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T04:04:39,84.6,80.9,0.3,14,1239843840,0.941358,,0.943493,0.233929,4,94.1358
cnae-9,cnae-9,H2OAutoML,90s,0,multiclass,-1.09594,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T04:06:28,104.1,91.3,0.3,13,1007269807,0.728395,,0.737056,1.09594,,72.8395
cnae-9,cnae-9,mljarsupervised,90s,0,multiclass,-0.230126,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T04:07:46,73.2,64,0.4,6,702738542,0.932099,,0.933925,0.230126,,93.2099
cnae-9,cnae-9,constantpredictor,90s,0,multiclass,-2.20479,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T04:07:51,0.2,0.0004,0.00008,1,131284541,0.0864198,,0.111111,2.20479,,8.64198
cnae-9,cnae-9,RandomForest,90s,0,multiclass,-0.331629,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T04:08:07,11.6,8.4,0.7,2000,1114866782,0.904321,,0.903659,0.331629,,90.4321
cnae-9,cnae-9,TPOT,90s,0,multiclass,,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T04:11:19,187.2,,,,1240902120,,,,,,0
Fashion-MNIST,Fashion-MNIST,AutoGluon,252s,0,multiclass,-0.249701,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T04:15:55,267,256,1.5,6,1993442213,0.905619,,0.905862,0.249701,4,90.5619
Fashion-MNIST,Fashion-MNIST,H2OAutoML,252s,0,multiclass,-0.286585,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T04:20:40,276.9,254.6,0.7,9,599656616,0.895048,,0.895276,0.286585,,89.5048
Fashion-MNIST,Fashion-MNIST,mljarsupervised,252s,0,multiclass,-0.608961,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T04:25:07,258.3,242.6,3.1,5,352959545,0.76881,,0.768703,0.608961,,76.881
Fashion-MNIST,Fashion-MNIST,constantpredictor,252s,0,multiclass,-2.30277,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T04:25:18,3,0.004,0.0002,1,963342908,0.0960476,,0.1,2.30277,,9.60476
Fashion-MNIST,Fashion-MNIST,RandomForest,252s,0,multiclass,-0.369406,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T04:29:06,219.8,203.6,1.6,2000,1965126947,0.884571,,0.884938,0.369406,,88.4571
Fashion-MNIST,Fashion-MNIST,TPOT,252s,0,multiclass,,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T04:33:16,241.6,,,,2059253150,,,,,,0
volkert,volkert,AutoGluon,147s,0,multiclass,-0.777949,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T04:36:12,165.7,151,1.1,8,158388897,0.727034,,0.64859,0.777949,4,72.7034
volkert,volkert,H2OAutoML,147s,0,multiclass,-1.05462,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T04:39:07,169.2,148.9,0.5,4,1291495404,0.64643,,0.550213,1.05462,,64.643
volkert,volkert,mljarsupervised,147s,0,multiclass,-1.15356,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T04:43:07,234,214.2,0.2,5,1933098026,0.608358,,0.473623,1.15356,,60.8358
volkert,volkert,constantpredictor,147s,0,multiclass,-2.05426,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T04:43:13,1.1,0.02,0.0002,1,138563438,0.220545,,0.1,2.05426,,22.0545
volkert,volkert,RandomForest,147s,0,multiclass,-1.00366,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T04:45:15,115.7,105.2,1.4,2000,229585069,0.66741,,0.549174,1.00366,,66.741
volkert,volkert,TPOT,147s,0,multiclass,,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T04:50:25,304.8,,,,1351994321,,,,,,0
Amazon_employee_access,Amazon_employee_access,AutoGluon,76s,0,binary,0.847133,auc,local,1.0.0,,2.1.7,2024-01-08T04:51:51,81.7,76.6,0.6,13,1944629731,0.948835,0.847133,0.637068,0.15775,7,94.8835
Amazon_employee_access,Amazon_employee_access,H2OAutoML,76s,0,binary,0.843381,auc,local,3.44.0.3,,2.1.7,2024-01-08T04:53:26,90.1,77.5,0.3,20,1867061407,0.948632,0.843381,0.593085,0.158726,,94.8632
Amazon_employee_access,Amazon_employee_access,mljarsupervised,76s,0,binary,0.818098,auc,local,1.1.1,,2.1.7,2024-01-08T04:54:39,68.4,59.9,0.08,6,578249626,0.948123,0.818098,0.579315,0.167704,,94.8123
Amazon_employee_access,Amazon_employee_access,constantpredictor,76s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T04:54:43,0.1,0.0008,0.0001,1,616773584,0.943342,0.5,0.5,0.217698,,94.3342
Amazon_employee_access,Amazon_employee_access,RandomForest,76s,0,binary,0.844924,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T04:55:08,20.7,17.5,0.9,2000,2020715882,0.946597,0.844924,0.674694,0.183287,,94.6597
Amazon_employee_access,Amazon_employee_access,TPOT,76s,0,binary,0.843653,auc,local,0.12.1,,2.1.7,2024-01-08T04:56:45,91.8,85,0.1,64,1520137628,0.948022,0.843653,0.573355,0.164246,,94.8022
credit-g,credit-g,AutoGluon,93s,0,binary,0.791945,auc,local,1.0.0,,2.1.7,2024-01-08T04:57:12,23.2,19.3,0.2,14,1978749421,0.753333,0.791945,0.639939,0.499077,8,75.3333
credit-g,credit-g,H2OAutoML,93s,0,binary,0.782691,auc,local,3.44.0.3,,2.1.7,2024-01-08T04:59:00,103.5,94.1,0.3,62,591165411,0.75,0.782691,0.625138,0.499881,,75
credit-g,credit-g,mljarsupervised,93s,0,binary,0.778853,auc,local,1.1.1,,2.1.7,2024-01-08T05:00:14,68.7,60.3,0.06,7,316162454,0.763333,0.778853,0.668831,0.508301,,76.3333
credit-g,credit-g,constantpredictor,93s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:00:18,0.04,0.0006,0.00007,1,1253643851,0.696667,0.5,0.5,0.613716,,69.6667
credit-g,credit-g,RandomForest,93s,0,binary,0.80062,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:00:33,10.8,8.4,0.7,2000,1548926543,0.77,0.80062,0.661207,0.492062,,77
credit-g,credit-g,TPOT,93s,0,binary,0.790262,auc,local,0.12.1,,2.1.7,2024-01-08T05:02:18,100.3,94,0.01,635,165960114,0.753333,0.790262,0.636837,0.498004,,75.3333
albert,albert,AutoGluon,87s,0,binary,0.764954,auc,local,1.0.0,,2.1.7,2024-01-08T05:04:39,132.2,114.6,6.6,7,173089317,0.694486,0.764954,0.694486,0.578519,4,69.4486
albert,albert,H2OAutoML,87s,0,binary,0.75478,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:06:38,110,89.3,1.3,15,489146232,0.646215,0.75478,0.646189,0.586615,,64.6215
albert,albert,mljarsupervised,87s,0,binary,0.758259,auc,local,1.1.1,,2.1.7,2024-01-08T05:08:50,123.2,110.4,0.7,4,1487029692,0.68867,0.758259,0.688672,0.583551,,68.867
albert,albert,constantpredictor,87s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:09:02,3,0.01,0.0005,1,2085823817,0.499945,0.5,0.5,0.693147,,49.9945
albert,albert,RandomForest,87s,0,binary,0.733039,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:10:41,90.8,76.5,0.9,280,101518677,0.670061,0.733039,0.670062,0.608043,,67.0061
albert,albert,TPOT,87s,0,binary,,auc,local,0.12.1,,2.1.7,2024-01-08T05:13:57,186.4,,,,437074066,,,,,,0
nomao,nomao,AutoGluon,86s,0,binary,0.996547,auc,local,1.0.0,,2.1.7,2024-01-08T05:15:33,91,86.7,0.3,13,1549567943,0.976112,0.996547,0.970871,0.0661316,5,97.6112
nomao,nomao,H2OAutoML,86s,0,binary,0.995611,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:17:19,101.5,87.4,0.3,13,1919722630,0.971567,0.995611,0.964061,0.0753975,,97.1567
nomao,nomao,mljarsupervised,86s,0,binary,0.995437,auc,local,1.1.1,,2.1.7,2024-01-08T05:18:53,89.7,81,0.1,6,2114155822,0.972534,0.995437,0.967858,0.075169,,97.2534
nomao,nomao,constantpredictor,86s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:18:59,0.3,0.001,0.0001,1,1825266327,0.717988,0.5,0.5,0.594908,,71.7988
nomao,nomao,RandomForest,86s,0,binary,0.994783,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:19:26,23,19.2,0.9,2000,88532882,0.971373,0.994783,0.963197,0.0879485,,97.1373
nomao,nomao,TPOT,86s,0,binary,,auc,local,0.12.1,,2.1.7,2024-01-08T05:22:30,179.3,,,,1901135818,,,,,,0
phoneme,phoneme,AutoGluon,76s,0,binary,0.963038,auc,local,1.0.0,,2.1.7,2024-01-08T05:23:22,46.9,42.7,0.6,14,1302259204,0.903822,0.963038,0.881601,0.237656,8,90.3822
phoneme,phoneme,H2OAutoML,76s,0,binary,0.960209,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:24:55,88.9,78.1,0.3,39,180666387,0.906905,0.960209,0.902185,0.256831,,90.6905
phoneme,phoneme,mljarsupervised,76s,0,binary,0.940789,auc,local,1.1.1,,2.1.7,2024-01-08T05:26:06,66.1,57.8,0.04,7,1646940345,0.871763,0.940789,0.85526,0.282196,,87.1763
phoneme,phoneme,constantpredictor,76s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:26:10,0.04,0.0005,0.00008,1,842055802,0.711467,0.5,0.5,0.600953,,71.1467
phoneme,phoneme,RandomForest,76s,0,binary,0.962043,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:26:26,11.8,9.2,0.8,2000,1394308040,0.907522,0.962043,0.891822,0.238035,,90.7522
phoneme,phoneme,TPOT,76s,0,binary,0.961291,auc,local,0.12.1,,2.1.7,2024-01-08T05:27:57,86.7,80.4,0.03,155,719338696,0.908138,0.961291,0.896701,0.251887,,90.8138
higgs,higgs,AutoGluon,109s,0,binary,0.815151,auc,local,1.0.0,,2.1.7,2024-01-08T05:29:59,116.4,110.1,0.7,12,1213526844,0.734523,0.815151,0.73336,0.522374,4,73.4523
higgs,higgs,H2OAutoML,109s,0,binary,0.806084,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:32:08,124.2,110.2,0.5,17,1473616927,0.707598,0.806084,0.697394,0.532437,,70.7598
higgs,higgs,mljarsupervised,109s,0,binary,0.801026,auc,local,1.1.1,,2.1.7,2024-01-08T05:33:45,92.1,83.3,0.1,6,1050320900,0.72344,0.801026,0.721214,0.538026,,72.344
higgs,higgs,constantpredictor,109s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:33:50,0.5,0.003,0.0002,1,884702590,0.52905,0.5,0.5,0.691459,,52.905
higgs,higgs,RandomForest,109s,0,binary,0.799946,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:35:37,101.9,97.7,1,1530,1856248536,0.722727,0.799946,0.721308,0.55184,,72.2727
higgs,higgs,TPOT,109s,0,binary,,auc,local,0.12.1,,2.1.7,2024-01-08T05:39:27,225.3,,,,814230547,,,,,,0
KDDCup09Appetency,KDDCup09_appetency,AutoGluon,137s,0,binary,,auc,local,1.0.0,,2.1.7,2024-01-08T05:41:57,144.1,,,,1215657719,,,,,,0
KDDCup09Appetency,KDDCup09_appetency,H2OAutoML,137s,0,binary,,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:44:41,158.8,,,,1846805631,,,,,,0
KDDCup09Appetency,KDDCup09_appetency,mljarsupervised,137s,0,binary,0.798703,auc,local,1.1.1,,2.1.7,2024-01-08T05:47:15,147.7,125.9,12.4,6,637206337,0.973067,0.798703,0.565499,0.0765902,,97.3067
KDDCup09Appetency,KDDCup09_appetency,constantpredictor,137s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:47:22,1.5,0.002,0.0002,1,524085275,0.9828,0.5,0.5,0.0869532,,98.28
KDDCup09Appetency,KDDCup09_appetency,RandomForest,137s,0,binary,,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:47:31,3.7,,,,344542757,,,,,,0
KDDCup09Appetency,KDDCup09_appetency,TPOT,137s,0,binary,,auc,local,0.12.1,,2.1.7,2024-01-08T05:47:41,3.5,,,,616094838,,,,,,0
Australian,Australian,AutoGluon,77s,0,binary,0.922301,auc,local,1.0.0,,2.1.7,2024-01-08T05:48:02,16.4,13.5,0.03,14,1849404729,0.855072,0.922301,0.843474,0.348545,4,85.5072
Australian,Australian,H2OAutoML,77s,0,binary,0.928277,auc,local,3.44.0.3,,2.1.7,2024-01-08T05:49:35,88.6,79.7,0.07,76,1098235679,0.869565,0.928277,0.855379,0.321577,,86.9565
Australian,Australian,mljarsupervised,77s,0,binary,0.928963,auc,local,1.1.1,,2.1.7,2024-01-08T05:50:44,64.8,56.3,0.05,7,386120382,0.888889,0.928963,0.877866,0.314477,,88.8889
Australian,Australian,constantpredictor,77s,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-08T05:50:48,0.03,0.0004,0.00008,1,1198347006,0.608696,0.5,0.5,0.681239,,60.8696
Australian,Australian,RandomForest,77s,0,binary,0.932589,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T05:51:03,9.6,7.5,0.5,2000,733072899,0.869565,0.932589,0.857584,0.331294,,86.9565
Australian,Australian,TPOT,77s,0,binary,0.922693,auc,local,0.12.1,,2.1.7,2024-01-08T05:52:40,93.3,87,0.002,662,395476187,0.869565,0.922693,0.857584,0.389773,,86.9565
covertype,covertype,AutoGluon,182s,0,multiclass,-0.0814165,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T05:56:04,196.9,185.4,2.3,5,615753863,0.967069,,0.928643,0.0814165,3,96.7069
covertype,covertype,H2OAutoML,182s,0,multiclass,-0.124767,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T05:59:42,211.8,186.4,5.1,4,898356129,0.95182,,0.934057,0.124767,,95.182
covertype,covertype,mljarsupervised,182s,0,multiclass,,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T06:06:13,383.4,,,,204316528,,,,,,0
covertype,covertype,constantpredictor,182s,0,multiclass,-1.20418,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T06:06:24,4.2,0.02,0.0007,1,1286161332,0.488101,,0.142857,1.20418,,48.8101
covertype,covertype,RandomForest,182s,0,multiclass,-0.177134,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T06:09:33,181.9,162.7,4.1,1040,2069198464,0.953128,,0.905793,0.177134,,95.3128
covertype,covertype,TPOT,182s,0,multiclass,,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T06:15:56,375.3,,,,1471116259,,,,,,0
mfeat-factors,mfeat-factors,AutoGluon,91s,0,multiclass,-0.0900765,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T06:17:38,97.1,94,0.03,9,1869821807,0.976667,,0.974917,0.0900765,3,97.6667
mfeat-factors,mfeat-factors,H2OAutoML,91s,0,multiclass,-5.82469,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T06:19:27,104.1,92.7,0.3,11,2137818082,0.861667,,0.871544,5.82469,,86.1667
mfeat-factors,mfeat-factors,mljarsupervised,91s,0,multiclass,-0.0895674,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T06:21:47,135.5,126.9,0.2,4,1105232170,0.973333,,0.972497,0.0895674,,97.3333
mfeat-factors,mfeat-factors,constantpredictor,91s,0,multiclass,-2.30782,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T06:21:52,0.1,0.0004,0.0001,1,1548118919,0.0816667,,0.1,2.30782,,8.16667
mfeat-factors,mfeat-factors,RandomForest,91s,0,multiclass,-0.259756,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T06:22:08,12.4,9.6,0.8,2000,1211063143,0.965,,0.963306,0.259756,,96.5
mfeat-factors,mfeat-factors,TPOT,91s,0,multiclass,-0.392114,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T06:24:37,143.5,136.9,0.04,64,1823448699,0.953333,,0.950447,0.392114,,95.3333
robert,robert,AutoGluon,1379s,0,multiclass,-1.2799,neg_logloss,local,1.0.0,,2.1.7,2024-01-08T06:48:27,1412.2,1390.4,1.4,9,1449002103,0.552667,,0.555213,1.2799,4,55.2667
robert,robert,H2OAutoML,1379s,0,multiclass,-1.45486,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-08T07:12:39,1436.4,1400.4,1,7,319574484,0.486667,,0.489121,1.45486,,48.6667
robert,robert,mljarsupervised,1379s,0,multiclass,-2.10416,neg_logloss,local,1.1.1,,2.1.7,2024-01-08T07:40:00,1623.8,1599.8,3.8,3,1780608474,0.22,,0.22347,2.10416,,22
robert,robert,constantpredictor,1379s,0,multiclass,-2.30273,neg_logloss,local,1.2.2,,2.1.7,2024-01-08T07:40:24,6.7,0.0007,0.0001,1,734817549,0.107333,,0.1,2.30273,,10.7333
robert,robert,RandomForest,1379s,0,multiclass,-1.69992,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-08T07:43:55,194.2,165.4,1,2000,167945502,0.479,,0.482073,1.69992,,47.9
robert,robert,TPOT,1379s,0,multiclass,-1.97601,neg_logloss,local,0.12.1,,2.1.7,2024-01-08T08:11:57,1665.7,1625,4.7,93,1038309434,0.314667,,0.308512,1.97601,,31.4667
