dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_3_rnc,S,Random,0,1367,1,70,8,0
dataset_3_rnc,SDVC,Random,0,1817,1,70,8,0
dataset_3_rnc,SMVF,Random,0,2094,1,70,8,0
dataset_3_rnc,SSN,Random,0,3423,1,70,8,0
dataset_3_rnc,SCV,Random,0,1870,1,70,8,0
dataset_3_rnc,SDVCMVF,Random,0,2627,1,70,8,0
dataset_3_rnc,SDVCSN,Random,0,3877,1,70,8,0
dataset_3_rnc,SMVFSN,Random,0,4153,1,70,8,0
dataset_3_rnc,SMVFCV,Random,0,2600,1,70,8,0
dataset_3_rnc,SSNCV,Random,0,3930,1,70,8,0
dataset_3_rnc,ALL,Random,0,4749,1,70,8,0
