dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_35_rnc,S,Random,0,1040,23,0,0,0
oml_dataset_35_rnc,SDVC,Random,0,1175,23,0,0,0
oml_dataset_35_rnc,SMVF,Random,0,1263,23,0,0,0
oml_dataset_35_rnc,SSN,Random,0,1056,23,0,0,0
oml_dataset_35_rnc,SCV,Random,0,1240,23,0,0,0
oml_dataset_35_rnc,SDVCMVF,Random,0,1425,23,0,0,0
oml_dataset_35_rnc,SDVCSN,Random,0,1195,23,0,0,0
oml_dataset_35_rnc,SMVFSN,Random,0,1282,23,0,0,0
oml_dataset_35_rnc,SMVFCV,Random,0,1466,23,0,0,0
oml_dataset_35_rnc,SSNCV,Random,0,1260,23,0,0,0
oml_dataset_35_rnc,ALL,Random,0,1455,23,0,0,0
