dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_72_rnc,S,Random,0,1135,4,19,15,4
oml_dataset_72_rnc,SDVC,Random,0,1368,4,19,15,4
oml_dataset_72_rnc,SMVF,Random,0,1529,4,19,15,4
oml_dataset_72_rnc,SSN,Random,0,2007,4,19,15,4
oml_dataset_72_rnc,SCV,Random,0,1481,4,19,15,4
oml_dataset_72_rnc,SDVCMVF,Random,0,1808,4,19,15,4
oml_dataset_72_rnc,SDVCSN,Random,0,2244,4,19,15,4
oml_dataset_72_rnc,SMVFSN,Random,0,2404,4,19,15,4
oml_dataset_72_rnc,SMVFCV,Random,0,1878,4,19,15,4
oml_dataset_72_rnc,SSNCV,Random,0,2357,4,19,15,4
oml_dataset_72_rnc,ALL,Random,0,2729,4,19,15,4
