id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,acc,auc,balacc,logloss,models_ensemble_count,acc_final
shuttle,shuttle,H2OAutoML,1h,0,multiclass,-0.00156921,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-05T16:13:20,3618.5,3602.4,0.7,107,407080307,0.99977,,0.97478,0.00156921,,99.977
shuttle,shuttle,mljarsupervised,1h,0,multiclass,-0.00113877,neg_logloss,local,1.1.1,,2.1.7,2024-01-05T16:15:04,99.4,90.6,0.07,6,880711246,0.999713,,0.987787,0.00113877,,99.9713
shuttle,shuttle,constantpredictor,1h,0,multiclass,-0.66128,neg_logloss,local,1.2.2,,2.1.7,2024-01-05T16:15:09,0.3,0.002,0.0002,1,2039089182,0.789253,,0.142857,0.66128,,78.9253
shuttle,shuttle,RandomForest,1h,0,multiclass,-0.00117438,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-05T16:15:31,17.1,13.7,0.9,2000,1871778510,0.99977,,0.927171,0.00117438,,99.977
shuttle,shuttle,TPOT,1h,0,multiclass,-0.000936993,neg_logloss,local,0.12.1,,2.1.7,2024-01-05T17:18:52,3796.5,3789.3,0.1,1315,175090607,0.999655,,0.965671,0.000936993,,99.9655
volkert,volkert,AutoGluon,1h,0,multiclass,-0.774017,neg_logloss,local,1.0.0,,2.1.7,2024-01-05T18:00:58,2463.3,2454.3,1.8,14,497781936,0.725376,,0.646322,0.774017,6,72.5376
volkert,volkert,H2OAutoML,1h,0,multiclass,-0.831011,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-05T19:01:25,3621.3,3602.3,2.7,27,159039941,0.709484,,0.649299,0.831011,,70.9484
volkert,volkert,mljarsupervised,1h,0,multiclass,-1.15356,neg_logloss,local,1.1.1,,2.1.7,2024-01-05T19:05:06,215.1,205.2,0.2,5,1257906772,0.608358,,0.473623,1.15356,,60.8358
volkert,volkert,constantpredictor,1h,0,multiclass,-2.05426,neg_logloss,local,1.2.2,,2.1.7,2024-01-05T19:05:13,1,0.002,0.0002,1,2056470110,0.220545,,0.1,2.05426,,22.0545
volkert,volkert,RandomForest,1h,0,multiclass,-1.00301,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-05T19:07:07,109.3,102.4,1.4,2000,1818021974,0.66741,,0.547928,1.00301,,66.741
volkert,volkert,TPOT,1h,0,multiclass,-0.924486,neg_logloss,local,0.12.1,,2.1.7,2024-01-05T20:13:20,3966.9,3956.3,0.7,467,1621661136,0.66901,,0.582486,0.924486,,66.901
Australian,Australian,AutoGluon,1h,0,binary,0.922301,auc,local,1.0.0,,2.1.7,2024-01-05T20:14:20,16.5,13.5,0.03,14,185986384,0.855072,0.922301,0.843474,0.348545,4,85.5072
Australian,Australian,H2OAutoML,1h,0,binary,0.929845,auc,local,3.44.0.3,,2.1.7,2024-01-05T21:12:18,3473.8,3462,0.3,566,1221417489,0.835749,0.929845,0.845238,0.357859,,83.5749
Australian,Australian,mljarsupervised,1h,0,binary,0.928963,auc,local,1.1.1,,2.1.7,2024-01-05T21:13:27,64.2,55.8,0.04,7,420842080,0.888889,0.928963,0.877866,0.314477,,88.8889
Australian,Australian,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-05T21:13:32,0.03,0.0004,0.0001,1,668546347,0.608696,0.5,0.5,0.681239,,60.8696
Australian,Australian,RandomForest,1h,0,binary,0.93156,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-05T21:13:45,9.5,7.5,0.5,2000,911354899,0.874396,0.93156,0.863757,0.338816,,87.4396
Australian,Australian,TPOT,1h,0,binary,0.933764,auc,local,0.12.1,,2.1.7,2024-01-05T21:41:19,1649,1642.5,0.002,9684,50719371,0.879227,0.933764,0.867725,0.309362,,87.9227
blood-transfusion-service-center,blood-transfusion-service-center,AutoGluon,1h,0,binary,0.721566,auc,local,1.0.0,,2.1.7,2024-01-05T21:42:17,14,11.3,0.01,14,1970634848,0.737778,0.721566,0.508333,0.525131,3,73.7778
blood-transfusion-service-center,blood-transfusion-service-center,H2OAutoML,1h,0,binary,0.761465,auc,local,3.44.0.3,,2.1.7,2024-01-05T22:32:21,3000.2,2988.5,0.08,428,1976767236,0.715556,0.761465,0.678788,0.495009,,71.5556
blood-transfusion-service-center,blood-transfusion-service-center,mljarsupervised,1h,0,binary,0.753687,auc,local,1.1.1,,2.1.7,2024-01-05T22:33:28,62.3,54,0.03,7,311991397,0.746667,0.753687,0.64697,0.505216,,74.6667
blood-transfusion-service-center,blood-transfusion-service-center,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-05T22:33:32,0.02,0.0004,0.0001,1,230980518,0.733333,0.5,0.5,0.584548,,73.3333
blood-transfusion-service-center,blood-transfusion-service-center,RandomForest,1h,0,binary,0.668081,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-05T22:33:47,9.9,7.9,0.5,2000,1646039886,0.728889,0.668081,0.581818,0.817612,,72.8889
blood-transfusion-service-center,blood-transfusion-service-center,TPOT,1h,0,binary,0.708283,auc,local,0.12.1,,2.1.7,2024-01-05T23:05:54,1923.1,1916.7,0.009,9636,1433205318,0.733333,0.708283,0.563636,0.543493,,73.3333
car,car,AutoGluon,1h,0,multiclass,-0.108239,neg_logloss,local,1.0.0,,2.1.7,2024-01-05T23:09:38,170,167.3,0.02,12,429792886,0.976879,,0.938742,0.108239,2,97.6879
car,car,H2OAutoML,1h,0,multiclass,-0.0697641,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T00:11:28,3705.1,3693.3,0.2,694,1658194888,0.978805,,0.935279,0.0697641,,97.8805
car,car,mljarsupervised,1h,0,multiclass,-0.0855595,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T00:12:40,67.4,58.7,0.2,7,1208214973,0.974952,,0.933882,0.0855595,,97.4952
car,car,constantpredictor,1h,0,multiclass,-0.858738,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T00:12:44,0.03,0.0008,0.0001,1,1104958246,0.689788,,0.25,0.858738,,68.9788
car,car,RandomForest,1h,0,multiclass,-0.172108,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T00:13:00,11.5,8.9,0.8,2000,604620856,0.967245,,0.91711,0.172108,,96.7245
car,car,TPOT,1h,0,multiclass,-0.0371009,neg_logloss,local,0.12.1,,2.1.7,2024-01-06T01:13:29,3624.3,3617.8,0.005,8000,1471126995,0.986513,,0.954793,0.0371009,,98.6513
christine,christine,AutoGluon,1h,0,binary,0.808631,auc,local,1.0.0,,2.1.7,2024-01-06T01:18:17,118.5,109.4,1,14,2082164980,0.725092,0.808631,0.725271,0.533627,9,72.5092
christine,christine,H2OAutoML,1h,0,binary,0.817195,auc,local,3.44.0.3,,2.1.7,2024-01-06T02:18:40,3617.1,3598.3,0.7,89,101393307,0.726322,0.817195,0.728872,0.523921,,72.6322
christine,christine,mljarsupervised,1h,0,binary,0.795079,auc,local,1.1.1,,2.1.7,2024-01-06T02:31:00,733.3,722.5,0.5,6,620455321,0.721402,0.795079,0.719944,0.549799,,72.1402
christine,christine,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T02:31:07,1,0.0005,0.0001,1,1111161838,0.48893,0.5,0.5,0.693402,,48.893
christine,christine,RandomForest,1h,0,binary,0.795636,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T02:31:57,44.4,38.4,0.8,2000,1368385431,0.719557,0.795636,0.719011,0.556459,,71.9557
christine,christine,TPOT,1h,0,binary,0.799882,auc,local,0.12.1,,2.1.7,2024-01-06T03:39:59,4076.1,4066,0.08,448,764822446,0.725092,0.799882,0.724481,0.546728,,72.5092
cnae-9,cnae-9,AutoGluon,1h,0,multiclass,-0.233929,neg_logloss,local,1.0.0,,2.1.7,2024-01-06T03:42:24,85.2,81.2,0.3,14,405841460,0.941358,,0.943493,0.233929,4,94.1358
cnae-9,cnae-9,H2OAutoML,1h,0,multiclass,-0.242192,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T04:42:51,3622.2,3606.8,0.3,204,1249294156,0.929012,,0.928953,0.242192,,92.9012
cnae-9,cnae-9,mljarsupervised,1h,0,multiclass,-0.230126,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T04:44:18,82,72.2,0.5,6,1166581687,0.932099,,0.933925,0.230126,,93.2099
cnae-9,cnae-9,constantpredictor,1h,0,multiclass,-2.20479,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T04:44:23,0.2,0.0004,0.0001,1,1212992939,0.0864198,,0.111111,2.20479,,8.64198
cnae-9,cnae-9,RandomForest,1h,0,multiclass,-0.332357,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T04:44:39,10.8,7.6,0.7,2000,1538584004,0.907407,,0.906508,0.332357,,90.7407
cnae-9,cnae-9,TPOT,1h,0,multiclass,-0.218106,neg_logloss,local,0.12.1,,2.1.7,2024-01-06T05:46:06,3683,3675.6,0.008,1671,1703932356,0.944444,,0.947428,0.218106,,94.4444
credit-g,credit-g,AutoGluon,1h,0,binary,0.791945,auc,local,1.0.0,,2.1.7,2024-01-06T05:50:40,214.8,210.7,0.3,14,836888876,0.753333,0.791945,0.639939,0.499077,8,75.3333
credit-g,credit-g,H2OAutoML,1h,0,binary,0.771439,auc,local,3.44.0.3,,2.1.7,2024-01-06T06:45:29,3283.4,3270.7,0.3,856,187056273,0.77,0.771439,0.658105,0.535612,,77
credit-g,credit-g,mljarsupervised,1h,0,binary,0.778853,auc,local,1.1.1,,2.1.7,2024-01-06T06:46:40,67,58.5,0.06,7,125952534,0.763333,0.778853,0.668831,0.508301,,76.3333
credit-g,credit-g,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T06:46:45,0.03,0.0004,0.0001,1,1433470538,0.696667,0.5,0.5,0.613716,,69.6667
credit-g,credit-g,RandomForest,1h,0,binary,0.798912,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T06:47:00,10.7,8.3,0.7,2000,1261698752,0.763333,0.798912,0.650218,0.493162,,76.3333
credit-g,credit-g,TPOT,1h,0,binary,0.79205,auc,local,0.12.1,,2.1.7,2024-01-06T07:47:31,3626.9,3620.4,0.01,9478,1564435114,0.723333,0.79205,0.562569,0.514885,,72.3333
dilbert,dilbert,AutoGluon,1h,0,multiclass,-0.0250856,neg_logloss,local,1.0.0,,2.1.7,2024-01-06T08:52:09,3630.4,3614,2.5,13,1544168310,0.990667,,0.9907,0.0250856,4,99.0667
dilbert,dilbert,H2OAutoML,1h,0,multiclass,-0.0789047,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T09:52:43,3625.8,3602,0.5,22,311010360,0.98,,0.98014,0.0789047,,98
dilbert,dilbert,mljarsupervised,1h,0,multiclass,-0.321269,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T10:04:57,725.8,711.3,1.4,5,2065721880,0.922,,0.922765,0.321269,,92.2
dilbert,dilbert,constantpredictor,1h,0,multiclass,-1.60995,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T10:05:08,2.1,0.0008,0.0001,1,120013048,0.194333,,0.2,1.60995,,19.4333
dilbert,dilbert,RandomForest,1h,0,multiclass,-0.366029,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T10:07:12,115.8,105.3,0.9,2000,1093751954,0.973667,,0.973914,0.366029,,97.3667
dilbert,dilbert,TPOT,1h,0,multiclass,,neg_logloss,local,0.12.1,,2.1.7,2024-01-06T10:20:08,766.9,,,,90758531,,,,,,0
fabert,fabert,AutoGluon,1h,0,multiclass,-0.789451,neg_logloss,local,1.0.0,,2.1.7,2024-01-06T10:29:36,458,450.7,0.6,14,587295393,0.707929,,0.677086,0.789451,6,70.7929
fabert,fabert,H2OAutoML,1h,0,multiclass,-0.771896,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T11:30:03,3621.9,3604.1,0.6,56,933627262,0.716019,,0.691027,0.771896,,71.6019
fabert,fabert,mljarsupervised,1h,0,multiclass,-0.902125,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T11:32:37,148.5,138.3,0.8,6,2037397310,0.671926,,0.640152,0.902125,,67.1926
fabert,fabert,constantpredictor,1h,0,multiclass,-1.8724,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T11:32:43,0.6,0.0007,0.0002,1,1175597999,0.23665,,0.142857,1.8724,,23.665
fabert,fabert,RandomForest,1h,0,multiclass,-0.845452,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T11:33:16,27.5,22.6,0.8,2000,708415988,0.68932,,0.653846,0.845452,,68.932
fabert,fabert,TPOT,1h,0,multiclass,-0.856203,neg_logloss,local,0.12.1,,2.1.7,2024-01-06T12:36:59,3817.6,3808.9,0.1,529,1698426966,0.688107,,0.653766,0.856203,,68.8107
jasmine,jasmine,AutoGluon,1h,0,binary,0.870593,auc,local,1.0.0,,2.1.7,2024-01-06T12:40:55,188.6,184.1,0.4,14,2045223166,0.799107,0.870593,0.798485,0.422769,8,79.9107
jasmine,jasmine,H2OAutoML,1h,0,binary,0.874136,auc,local,3.44.0.3,,2.1.7,2024-01-06T13:40:14,3554.9,3541.3,0.3,112,1965043206,0.799107,0.874136,0.798316,0.418686,,79.9107
jasmine,jasmine,mljarsupervised,1h,0,binary,0.852945,auc,local,1.1.1,,2.1.7,2024-01-06T13:41:41,82.4,73.5,0.2,7,1955354814,0.771205,0.852945,0.770947,0.442028,,77.1205
jasmine,jasmine,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T13:41:46,0.07,0.0004,0.0001,1,1639471252,0.497768,0.5,0.5,0.693158,,49.7768
jasmine,jasmine,RandomForest,1h,0,binary,0.876966,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T13:42:02,12,9.1,0.8,2000,685921665,0.801339,0.876966,0.800708,0.451807,,80.1339
jasmine,jasmine,TPOT,1h,0,binary,0.876901,auc,local,0.12.1,,2.1.7,2024-01-06T14:43:34,3687.5,3680.9,0.02,2315,1812853975,0.810268,0.876901,0.809726,0.444495,,81.0268
kc1,kc1,AutoGluon,1h,0,binary,0.823846,auc,local,1.0.0,,2.1.7,2024-01-06T14:45:27,63.2,59.5,0.4,14,747172892,0.85624,0.823846,0.597805,0.337621,4,85.624
kc1,kc1,H2OAutoML,1h,0,binary,0.814944,auc,local,3.44.0.3,,2.1.7,2024-01-06T15:44:42,3549.9,3537.4,0.3,246,676861884,0.807267,0.814944,0.68652,0.346226,,80.7267
kc1,kc1,mljarsupervised,1h,0,binary,0.804719,auc,local,1.1.1,,2.1.7,2024-01-06T15:45:56,69.2,60.6,0.09,7,371084596,0.789889,0.804719,0.692448,0.350199,,78.9889
kc1,kc1,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T15:46:00,0.03,0.0004,0.0001,1,2009714963,0.842022,0.5,0.5,0.436392,,84.2022
kc1,kc1,RandomForest,1h,0,binary,0.823086,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T15:46:15,11,8.4,0.7,2000,1086567404,0.85466,0.823086,0.629362,0.443583,,85.466
kc1,kc1,TPOT,1h,0,binary,0.827946,auc,local,0.12.1,,2.1.7,2024-01-06T16:47:00,3640.8,3634,0.05,8822,1739403518,0.848341,0.827946,0.609362,0.436583,,84.8341
kr-vs-kp,kr-vs-kp,AutoGluon,1h,0,binary,0.997943,auc,local,1.0.0,,2.1.7,2024-01-06T16:49:52,90.4,87,0.06,12,1753820236,0.98853,0.997943,0.988552,0.0725812,2,98.853
kr-vs-kp,kr-vs-kp,H2OAutoML,1h,0,binary,,auc,local,3.44.0.3,,2.1.7,2024-01-06T17:50:12,3616.1,3602.9,0.3,254,394950047,0.994792,,0.996629,0.0249927,,99.4792
kr-vs-kp,kr-vs-kp,mljarsupervised,1h,0,binary,0.999324,auc,local,1.1.1,,2.1.7,2024-01-06T17:51:28,71,62.2,0.06,7,1883769257,0.980188,0.999324,0.980647,0.0418081,,98.0188
kr-vs-kp,kr-vs-kp,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T17:51:32,0.06,0.001,0.0001,1,193883693,0.527633,0.5,0.5,0.691739,,52.7633
kr-vs-kp,kr-vs-kp,RandomForest,1h,0,binary,,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T17:51:37,0.2,,,,122297899,,,,,,0
kr-vs-kp,kr-vs-kp,TPOT,1h,0,binary,,auc,local,0.12.1,,2.1.7,2024-01-06T17:51:42,0.2,,,,1887215624,,,,,,0
mfeat-factors,mfeat-factors,AutoGluon,1h,0,multiclass,-0.0900765,neg_logloss,local,1.0.0,,2.1.7,2024-01-06T17:57:41,302.3,299,0.03,14,1610284539,0.976667,,0.974917,0.0900765,3,97.6667
mfeat-factors,mfeat-factors,H2OAutoML,1h,0,multiclass,-9.29178,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T18:58:07,3621,3602.9,0.3,120,223542955,0.961667,,0.960265,9.29178,,96.1667
mfeat-factors,mfeat-factors,mljarsupervised,1h,0,multiclass,-0.0895674,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T19:01:23,191.4,182.4,0.2,6,1994976218,0.973333,,0.972497,0.0895674,,97.3333
mfeat-factors,mfeat-factors,constantpredictor,1h,0,multiclass,-2.30782,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T19:01:27,0.09,0.0004,0.00009,1,1403357928,0.0816667,,0.1,2.30782,,8.16667
mfeat-factors,mfeat-factors,RandomForest,1h,0,multiclass,-0.260956,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T19:01:44,12,9.1,0.7,2000,125931015,0.963333,,0.961265,0.260956,,96.3333
mfeat-factors,mfeat-factors,TPOT,1h,0,multiclass,-0.121025,neg_logloss,local,0.12.1,,2.1.7,2024-01-06T20:03:30,3702.4,3695.7,0.03,950,39137386,0.971667,,0.970866,0.121025,,97.1667
phoneme,phoneme,AutoGluon,1h,0,binary,0.963038,auc,local,1.0.0,,2.1.7,2024-01-06T20:07:33,191.8,186.3,0.6,14,285677329,0.903822,0.963038,0.881601,0.237656,8,90.3822
phoneme,phoneme,H2OAutoML,1h,0,binary,0.962338,auc,local,3.44.0.3,,2.1.7,2024-01-06T21:07:51,3613.8,3600,0.3,622,1651032418,0.897041,0.962338,0.897793,0.263046,,89.7041
phoneme,phoneme,mljarsupervised,1h,0,binary,0.940789,auc,local,1.1.1,,2.1.7,2024-01-06T21:09:04,67.8,59.2,0.04,7,452674731,0.871763,0.940789,0.85526,0.282196,,87.1763
phoneme,phoneme,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-06T21:09:08,0.04,0.0004,0.0001,1,1446727084,0.711467,0.5,0.5,0.600953,,71.1467
phoneme,phoneme,RandomForest,1h,0,binary,0.962047,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T21:09:25,12.2,9.5,0.8,2000,1129426644,0.906905,0.962047,0.892024,0.23799,,90.6905
phoneme,phoneme,TPOT,1h,0,binary,0.961201,auc,local,0.12.1,,2.1.7,2024-01-06T22:10:01,3632.3,3625.7,0.03,6558,871475061,0.905055,0.961201,0.886278,0.251546,,90.5055
segment,segment,AutoGluon,1h,0,multiclass,-0.211253,neg_logloss,local,1.0.0,,2.1.7,2024-01-06T22:11:44,46.3,43,0.2,14,1468453926,0.922078,,0.926368,0.211253,5,92.2078
segment,segment,H2OAutoML,1h,0,multiclass,-0.222865,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-06T23:12:06,3617.5,3605.6,0.06,284,1531978230,0.923521,,0.927401,0.222865,,92.3521
segment,segment,mljarsupervised,1h,0,multiclass,-0.23657,neg_logloss,local,1.1.1,,2.1.7,2024-01-06T23:13:47,96.1,87.5,0.1,7,1099749978,0.903319,,0.908292,0.23657,,90.3319
segment,segment,constantpredictor,1h,0,multiclass,-1.9502,neg_logloss,local,1.2.2,,2.1.7,2024-01-06T23:13:51,0.04,0.0008,0.0002,1,957539460,0.124098,,0.142857,1.9502,,12.4098
segment,segment,RandomForest,1h,0,multiclass,-0.217604,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-06T23:14:07,11.6,9,0.8,2000,1294452807,0.922078,,0.925658,0.217604,,92.2078
segment,segment,TPOT,1h,0,multiclass,-0.231474,neg_logloss,local,0.12.1,,2.1.7,2024-01-07T00:14:58,3646.7,3640.2,0.02,2999,1560883440,0.919192,,0.923196,0.231474,,91.9192
sylvine,sylvine,AutoGluon,1h,0,binary,0.986095,auc,local,1.0.0,,2.1.7,2024-01-07T00:16:25,38.8,35.7,0.2,14,820886368,0.948635,0.986095,0.948673,0.152178,4,94.8635
sylvine,sylvine,H2OAutoML,1h,0,binary,0.98564,auc,local,3.44.0.3,,2.1.7,2024-01-07T01:16:46,3616.9,3601.7,0.3,432,1890996460,0.949285,0.98564,0.949313,0.138964,,94.9285
sylvine,sylvine,mljarsupervised,1h,0,binary,0.980295,auc,local,1.1.1,,2.1.7,2024-01-07T01:17:57,65.8,57.1,0.05,7,306860750,0.944733,0.980295,0.944748,0.187905,,94.4733
sylvine,sylvine,constantpredictor,1h,0,binary,0.5,auc,local,1.2.2,,2.1.7,2024-01-07T01:18:01,0.04,0.0004,0.0001,1,28123787,0.49935,0.5,0.5,0.693148,,49.935
sylvine,sylvine,RandomForest,1h,0,binary,0.983115,auc,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-07T01:18:18,12.6,9.9,0.8,2000,896321661,0.930429,0.983115,0.93047,0.18318,,93.0429
sylvine,sylvine,TPOT,1h,0,binary,0.994238,auc,local,0.12.1,,2.1.7,2024-01-07T02:18:51,3628.2,3621.7,0.03,4681,1325965004,0.958388,0.994238,0.958421,0.117735,,95.8388
vehicle,vehicle,AutoGluon,1h,0,multiclass,-0.360343,neg_logloss,local,1.0.0,,2.1.7,2024-01-07T02:20:33,47.6,44.9,0.02,14,1437395099,0.799213,,0.800171,0.360343,3,79.9213
vehicle,vehicle,H2OAutoML,1h,0,multiclass,-0.317955,neg_logloss,local,3.44.0.3,,2.1.7,2024-01-07T03:20:36,3599,3587.3,0.2,196,1760337550,0.850394,,0.84156,0.317955,,85.0394
vehicle,vehicle,mljarsupervised,1h,0,multiclass,-0.422951,neg_logloss,local,1.1.1,,2.1.7,2024-01-07T03:22:01,80.4,71.8,0.1,7,955500785,0.822835,,0.816913,0.422951,,82.2835
vehicle,vehicle,constantpredictor,1h,0,multiclass,-1.39811,neg_logloss,local,1.2.2,,2.1.7,2024-01-07T03:22:06,0.03,0.0006,0.00009,1,240931154,0.185039,,0.25,1.39811,,18.5039
vehicle,vehicle,RandomForest,1h,0,multiclass,-0.474229,neg_logloss,local,1.3.2,{'n_estimators': 2000},2.1.7,2024-01-07T03:22:20,10.5,8,0.7,2000,62129202,0.767717,,0.756136,0.474229,,76.7717
vehicle,vehicle,TPOT,1h,0,multiclass,-0.275803,neg_logloss,local,0.12.1,,2.1.7,2024-01-07T04:08:13,2748.6,2742,0.003,9709,1532008229,0.893701,,0.887958,0.275803,,89.3701
