dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_9_rnc,S,Random,0,1034,0,4,1,16
oml_dataset_9_rnc,SDVC,Random,0,1175,0,4,1,16
oml_dataset_9_rnc,SMVF,Random,0,1239,0,4,1,16
oml_dataset_9_rnc,SSN,Random,0,1240,0,4,1,16
oml_dataset_9_rnc,SCV,Random,0,1159,0,4,1,16
oml_dataset_9_rnc,SDVCMVF,Random,0,1405,0,4,1,16
oml_dataset_9_rnc,SDVCSN,Random,0,1385,0,4,1,16
oml_dataset_9_rnc,SMVFSN,Random,0,1448,0,4,1,16
oml_dataset_9_rnc,SMVFCV,Random,0,1367,0,4,1,16
oml_dataset_9_rnc,SSNCV,Random,0,1369,0,4,1,16
oml_dataset_9_rnc,ALL,Random,0,1597,0,4,1,16
