dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
cmc,multiclass,gpt-4-turbo,Yes,S,Random,0,1670,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SDVC,Random,0,1740,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SMVF,Random,0,1776,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SSN,Random,0,1861,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SCV,Random,0,1750,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SDVCMVF,Random,0,1860,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SDVCSN,Random,0,1935,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SMVFSN,Random,0,1970,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SMVFCV,Random,0,1859,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,SSNCV,Random,0,1945,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,ALL,Random,0,2033,3,7,0,0
cmc,multiclass,gpt-4-turbo,Yes,CatDB,Random,0,2031,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,S,Random,0,1058,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SDVC,Random,0,1128,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SMVF,Random,0,1164,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SSN,Random,0,1249,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SCV,Random,0,1138,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SDVCMVF,Random,0,1248,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SDVCSN,Random,0,1323,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SMVFSN,Random,0,1358,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SMVFCV,Random,0,1247,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,SSNCV,Random,0,1333,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,ALL,Random,0,1421,3,7,0,0
cmc,multiclass,gpt-4-turbo,No,CatDB,Random,0,1419,3,7,0,0
cmc,multiclass,gpt-4-turbo,yes,CAAFE,Random,10,17970,0,0,0,0
cmc,multiclass,gpt-4-turbo,no,CAAFE,Random,10,11980,0,0,0,0
