dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_7_rnc,S,Random,0,1004,0,8,0,9
oml_dataset_7_rnc,SDVC,Random,0,1111,0,8,0,9
oml_dataset_7_rnc,SMVF,Random,0,1173,0,8,0,9
oml_dataset_7_rnc,SSN,Random,0,1233,0,8,0,9
oml_dataset_7_rnc,SCV,Random,0,1158,0,8,0,9
oml_dataset_7_rnc,SDVCMVF,Random,0,1301,0,8,0,9
oml_dataset_7_rnc,SDVCSN,Random,0,1344,0,8,0,9
oml_dataset_7_rnc,SMVFSN,Random,0,1405,0,8,0,9
oml_dataset_7_rnc,SMVFCV,Random,0,1330,0,8,0,9
oml_dataset_7_rnc,SSNCV,Random,0,1391,0,8,0,9
oml_dataset_7_rnc,ALL,Random,0,1532,0,8,0,9
