dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_30_rnc,S,Random,0,926,0,0,3,1
oml_dataset_30_rnc,SDVC,Random,0,969,0,0,3,1
oml_dataset_30_rnc,SMVF,Random,0,978,0,0,3,1
oml_dataset_30_rnc,SSN,Random,0,1027,0,0,3,1
oml_dataset_30_rnc,SCV,Random,0,950,0,0,3,1
oml_dataset_30_rnc,SDVCMVF,Random,0,1029,0,0,3,1
oml_dataset_30_rnc,SDVCSN,Random,0,1074,0,0,3,1
oml_dataset_30_rnc,SMVFSN,Random,0,1082,0,0,3,1
oml_dataset_30_rnc,SMVFCV,Random,0,1005,0,0,3,1
oml_dataset_30_rnc,SSNCV,Random,0,1055,0,0,3,1
oml_dataset_30_rnc,ALL,Random,0,1097,0,0,3,1
