dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_4,Conf-1,Random,0,1134,1,0,60,0
dataset_4,Conf-2,Random,0,1464,1,0,60,0
dataset_4,Conf-3,Random,0,1703,1,0,60,0
dataset_4,Conf-4,Random,0,2736,1,0,60,0
dataset_4,Conf-5,Random,0,1162,1,0,60,0
dataset_4,Conf-6,Random,0,2099,1,0,60,0
dataset_4,Conf-7,Random,0,3310,1,0,60,0
dataset_4,Conf-8,Random,0,1736,1,0,60,0
dataset_4,Conf-9,Random,0,2769,1,0,60,0
dataset_4,Conf-10,Random,0,3603,1,0,60,0
