dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_82_rnc,S,Random,0,1003,0,3,0,17
oml_dataset_82_rnc,SDVC,Random,0,1135,0,3,0,17
oml_dataset_82_rnc,SMVF,Random,0,1199,0,3,0,17
oml_dataset_82_rnc,SSN,Random,0,1118,0,3,0,17
oml_dataset_82_rnc,SCV,Random,0,1083,0,3,0,17
oml_dataset_82_rnc,SDVCMVF,Random,0,1355,0,3,0,17
oml_dataset_82_rnc,SDVCSN,Random,0,1254,0,3,0,17
oml_dataset_82_rnc,SMVFSN,Random,0,1317,0,3,0,17
oml_dataset_82_rnc,SMVFCV,Random,0,1282,0,3,0,17
oml_dataset_82_rnc,SSNCV,Random,0,1202,0,3,0,17
oml_dataset_82_rnc,ALL,Random,0,1442,0,3,0,17
