dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_4_rnc,Conf-1,Random,0,1210,1,0,60,0
dataset_4_rnc,Conf-2,Random,0,1540,1,0,60,0
dataset_4_rnc,Conf-3,Random,0,1779,1,0,60,0
dataset_4_rnc,Conf-4,Random,0,2812,1,0,60,0
dataset_4_rnc,Conf-5,Random,0,1238,1,0,60,0
dataset_4_rnc,Conf-6,Random,0,2175,1,0,60,0
dataset_4_rnc,Conf-7,Random,0,3386,1,0,60,0
dataset_4_rnc,Conf-8,Random,0,1812,1,0,60,0
dataset_4_rnc,Conf-9,Random,0,2845,1,0,60,0
dataset_4_rnc,Conf-10,Random,0,3679,1,0,60,0
