dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_86_rnc,S,Random,0,1183,0,13,0,37
oml_dataset_86_rnc,SDVC,Random,0,1455,0,13,0,37
oml_dataset_86_rnc,SMVF,Random,0,1649,0,13,0,37
oml_dataset_86_rnc,SSN,Random,0,1537,0,13,0,37
oml_dataset_86_rnc,SCV,Random,0,1583,0,13,0,37
oml_dataset_86_rnc,SDVCMVF,Random,0,1975,0,13,0,37
oml_dataset_86_rnc,SDVCSN,Random,0,1813,0,13,0,37
oml_dataset_86_rnc,SMVFSN,Random,0,2006,0,13,0,37
oml_dataset_86_rnc,SMVFCV,Random,0,2052,0,13,0,37
oml_dataset_86_rnc,SSNCV,Random,0,1941,0,13,0,37
oml_dataset_86_rnc,ALL,Random,0,2391,0,13,0,37
