dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_76_rnc,S,Random,0,973,0,2,13,0
oml_dataset_76_rnc,SDVC,Random,0,1081,0,2,13,0
oml_dataset_76_rnc,SMVF,Random,0,1124,0,2,13,0
oml_dataset_76_rnc,SSN,Random,0,1385,0,2,13,0
oml_dataset_76_rnc,SCV,Random,0,1005,0,2,13,0
oml_dataset_76_rnc,SDVCMVF,Random,0,1251,0,2,13,0
oml_dataset_76_rnc,SDVCSN,Random,0,1497,0,2,13,0
oml_dataset_76_rnc,SMVFSN,Random,0,1539,0,2,13,0
oml_dataset_76_rnc,SMVFCV,Random,0,1159,0,2,13,0
oml_dataset_76_rnc,SSNCV,Random,0,1421,0,2,13,0
oml_dataset_76_rnc,ALL,Random,0,1622,0,2,13,0
