dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_107_rnc,S,Random,0,901,0,1,0,2
oml_dataset_107_rnc,SDVC,Random,0,937,0,1,0,2
oml_dataset_107_rnc,SMVF,Random,0,944,0,1,0,2
oml_dataset_107_rnc,SSN,Random,0,917,0,1,0,2
oml_dataset_107_rnc,SCV,Random,0,933,0,1,0,2
oml_dataset_107_rnc,SDVCMVF,Random,0,987,0,1,0,2
oml_dataset_107_rnc,SDVCSN,Random,0,957,0,1,0,2
oml_dataset_107_rnc,SMVFSN,Random,0,963,0,1,0,2
oml_dataset_107_rnc,SMVFCV,Random,0,979,0,1,0,2
oml_dataset_107_rnc,SSNCV,Random,0,953,0,1,0,2
oml_dataset_107_rnc,ALL,Random,0,974,0,1,0,2
