dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_14_rnc,S,Random,0,1082,1,10,8,11
oml_dataset_14_rnc,SDVC,Random,0,1256,1,10,8,11
oml_dataset_14_rnc,SMVF,Random,0,1368,1,10,8,11
oml_dataset_14_rnc,SSN,Random,0,1558,1,10,8,11
oml_dataset_14_rnc,SCV,Random,0,1333,1,10,8,11
oml_dataset_14_rnc,SDVCMVF,Random,0,1576,1,10,8,11
oml_dataset_14_rnc,SDVCSN,Random,0,1736,1,10,8,11
oml_dataset_14_rnc,SMVFSN,Random,0,1847,1,10,8,11
oml_dataset_14_rnc,SMVFCV,Random,0,1622,1,10,8,11
oml_dataset_14_rnc,SSNCV,Random,0,1813,1,10,8,11
oml_dataset_14_rnc,ALL,Random,0,2077,1,10,8,11
