dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_59_rnc,S,Random,0,1706,5,36,96,0
oml_dataset_59_rnc,SDVC,Random,0,2498,5,36,96,0
oml_dataset_59_rnc,SMVF,Random,0,2955,5,36,96,0
oml_dataset_59_rnc,SSN,Random,0,5170,5,36,96,0
oml_dataset_59_rnc,SCV,Random,0,2362,5,36,96,0
oml_dataset_59_rnc,SDVCMVF,Random,0,3888,5,36,96,0
oml_dataset_59_rnc,SDVCSN,Random,0,5966,5,36,96,0
oml_dataset_59_rnc,SMVFSN,Random,0,6422,5,36,96,0
oml_dataset_59_rnc,SMVFCV,Random,0,3614,5,36,96,0
oml_dataset_59_rnc,SSNCV,Random,0,5830,5,36,96,0
oml_dataset_59_rnc,ALL,Random,0,7414,5,36,96,0
