dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_4_rnc,S,Random,0,956,0,1,7,1
oml_dataset_4_rnc,SDVC,Random,0,1027,0,1,7,1
oml_dataset_4_rnc,SMVF,Random,0,1053,0,1,7,1
oml_dataset_4_rnc,SSN,Random,0,1176,0,1,7,1
oml_dataset_4_rnc,SCV,Random,0,1050,0,1,7,1
oml_dataset_4_rnc,SDVCMVF,Random,0,1137,0,1,7,1
oml_dataset_4_rnc,SDVCSN,Random,0,1251,0,1,7,1
oml_dataset_4_rnc,SMVFSN,Random,0,1276,0,1,7,1
oml_dataset_4_rnc,SMVFCV,Random,0,1150,0,1,7,1
oml_dataset_4_rnc,SSNCV,Random,0,1274,0,1,7,1
oml_dataset_4_rnc,ALL,Random,0,1343,0,1,7,1
