dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_69_rnc,S,Random,0,961,0,10,0,0
oml_dataset_69_rnc,SDVC,Random,0,1037,0,10,0,0
oml_dataset_69_rnc,SMVF,Random,0,1067,0,10,0,0
oml_dataset_69_rnc,SSN,Random,0,1256,0,10,0,0
oml_dataset_69_rnc,SCV,Random,0,1009,0,10,0,0
oml_dataset_69_rnc,SDVCMVF,Random,0,1157,0,10,0,0
oml_dataset_69_rnc,SDVCSN,Random,0,1336,0,10,0,0
oml_dataset_69_rnc,SMVFSN,Random,0,1365,0,10,0,0
oml_dataset_69_rnc,SMVFCV,Random,0,1118,0,10,0,0
oml_dataset_69_rnc,SSNCV,Random,0,1308,0,10,0,0
oml_dataset_69_rnc,ALL,Random,0,1422,0,10,0,0
