dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_83_rnc,S,Random,0,907,0,0,0,4
oml_dataset_83_rnc,SDVC,Random,0,948,0,0,0,4
oml_dataset_83_rnc,SMVF,Random,0,959,0,0,0,4
oml_dataset_83_rnc,SSN,Random,0,923,0,0,0,4
oml_dataset_83_rnc,SCV,Random,0,947,0,0,0,4
oml_dataset_83_rnc,SDVCMVF,Random,0,1008,0,0,0,4
oml_dataset_83_rnc,SDVCSN,Random,0,968,0,0,0,4
oml_dataset_83_rnc,SMVFSN,Random,0,978,0,0,0,4
oml_dataset_83_rnc,SMVFCV,Random,0,1002,0,0,0,4
oml_dataset_83_rnc,SSNCV,Random,0,967,0,0,0,4
oml_dataset_83_rnc,ALL,Random,0,997,0,0,0,4
