dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_74_rnc,S,Random,0,1281,0,61,0,0
oml_dataset_74_rnc,SDVC,Random,0,1659,0,61,0,0
oml_dataset_74_rnc,SMVF,Random,0,1846,0,61,0,0
oml_dataset_74_rnc,SSN,Random,0,3013,0,61,0,0
oml_dataset_74_rnc,SCV,Random,0,1460,0,61,0,0
oml_dataset_74_rnc,SDVCMVF,Random,0,2289,0,61,0,0
oml_dataset_74_rnc,SDVCSN,Random,0,3395,0,61,0,0
oml_dataset_74_rnc,SMVFSN,Random,0,3581,0,61,0,0
oml_dataset_74_rnc,SMVFCV,Random,0,2028,0,61,0,0
oml_dataset_74_rnc,SSNCV,Random,0,3196,0,61,0,0
oml_dataset_74_rnc,ALL,Random,0,3985,0,61,0,0
