dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_2_rnc,Conf-1,Random,0,971,0,7,0,14
dataset_2_rnc,Conf-2,Random,0,1101,0,7,0,14
dataset_2_rnc,Conf-3,Random,0,1180,0,7,0,14
dataset_2_rnc,Conf-4,Random,0,1169,0,7,0,14
dataset_2_rnc,Conf-5,Random,0,1135,0,7,0,14
dataset_2_rnc,Conf-6,Random,0,1336,0,7,0,14
dataset_2_rnc,Conf-7,Random,0,1383,0,7,0,14
dataset_2_rnc,Conf-8,Random,0,1349,0,7,0,14
dataset_2_rnc,Conf-9,Random,0,1338,0,7,0,14
dataset_2_rnc,Conf-10,Random,0,1527,0,7,0,14
