dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_111_rnc,S,Random,0,925,0,3,0,4
oml_dataset_111_rnc,SDVC,Random,0,980,0,3,0,4
oml_dataset_111_rnc,SMVF,Random,0,1004,0,3,0,4
oml_dataset_111_rnc,SSN,Random,0,1016,0,3,0,4
oml_dataset_111_rnc,SCV,Random,0,997,0,3,0,4
oml_dataset_111_rnc,SDVCMVF,Random,0,1070,0,3,0,4
oml_dataset_111_rnc,SDVCSN,Random,0,1075,0,3,0,4
oml_dataset_111_rnc,SMVFSN,Random,0,1098,0,3,0,4
oml_dataset_111_rnc,SMVFCV,Random,0,1079,0,3,0,4
oml_dataset_111_rnc,SSNCV,Random,0,1092,0,3,0,4
oml_dataset_111_rnc,ALL,Random,0,1143,0,3,0,4
