dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_40_rnc,S,Random,0,1231,45,0,10,0
oml_dataset_40_rnc,SDVC,Random,0,1529,45,0,10,0
oml_dataset_40_rnc,SMVF,Random,0,1742,45,0,10,0
oml_dataset_40_rnc,SSN,Random,0,1546,45,0,10,0
oml_dataset_40_rnc,SCV,Random,0,1681,45,0,10,0
oml_dataset_40_rnc,SDVCMVF,Random,0,2099,45,0,10,0
oml_dataset_40_rnc,SDVCSN,Random,0,1848,45,0,10,0
oml_dataset_40_rnc,SMVFSN,Random,0,2060,45,0,10,0
oml_dataset_40_rnc,SMVFCV,Random,0,2195,45,0,10,0
oml_dataset_40_rnc,SSNCV,Random,0,2000,45,0,10,0
oml_dataset_40_rnc,ALL,Random,0,2489,45,0,10,0
