dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_92_rnc,S,Random,0,1051,0,1,27,0
oml_dataset_92_rnc,SDVC,Random,0,1236,0,1,27,0
oml_dataset_92_rnc,SMVF,Random,0,1319,0,1,27,0
oml_dataset_92_rnc,SSN,Random,0,1814,0,1,27,0
oml_dataset_92_rnc,SCV,Random,0,1075,0,1,27,0
oml_dataset_92_rnc,SDVCMVF,Random,0,1536,0,1,27,0
oml_dataset_92_rnc,SDVCSN,Random,0,2003,0,1,27,0
oml_dataset_92_rnc,SMVFSN,Random,0,2085,0,1,27,0
oml_dataset_92_rnc,SMVFCV,Random,0,1346,0,1,27,0
oml_dataset_92_rnc,SSNCV,Random,0,1842,0,1,27,0
oml_dataset_92_rnc,ALL,Random,0,2242,0,1,27,0
