dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_71_rnc,S,Random,0,931,0,2,0,6
oml_dataset_71_rnc,SDVC,Random,0,993,0,2,0,6
oml_dataset_71_rnc,SMVF,Random,0,1019,0,2,0,6
oml_dataset_71_rnc,SSN,Random,0,1003,0,2,0,6
oml_dataset_71_rnc,SCV,Random,0,1013,0,2,0,6
oml_dataset_71_rnc,SDVCMVF,Random,0,1093,0,2,0,6
oml_dataset_71_rnc,SDVCSN,Random,0,1069,0,2,0,6
oml_dataset_71_rnc,SMVFSN,Random,0,1094,0,2,0,6
oml_dataset_71_rnc,SMVFCV,Random,0,1104,0,2,0,6
oml_dataset_71_rnc,SSNCV,Random,0,1089,0,2,0,6
oml_dataset_71_rnc,ALL,Random,0,1149,0,2,0,6
