dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_127_rnc,S,Random,0,1633,0,120,4,1
oml_dataset_127_rnc,SDVC,Random,0,2290,0,120,4,1
oml_dataset_127_rnc,SMVF,Random,0,2774,0,120,4,1
oml_dataset_127_rnc,SSN,Random,0,4903,0,120,4,1
oml_dataset_127_rnc,SCV,Random,0,2545,0,120,4,1
oml_dataset_127_rnc,SDVCMVF,Random,0,3560,0,120,4,1
oml_dataset_127_rnc,SDVCSN,Random,0,5564,0,120,4,1
oml_dataset_127_rnc,SMVFSN,Random,0,6047,0,120,4,1
oml_dataset_127_rnc,SMVFCV,Random,0,3689,0,120,4,1
oml_dataset_127_rnc,SSNCV,Random,0,5819,0,120,4,1
oml_dataset_127_rnc,ALL,Random,0,7009,0,120,4,1
