dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_50_rnc,S,Random,0,1087,1,1,29,0
oml_dataset_50_rnc,SDVC,Random,0,1292,1,1,29,0
oml_dataset_50_rnc,SMVF,Random,0,1382,1,1,29,0
oml_dataset_50_rnc,SSN,Random,0,2077,1,1,29,0
oml_dataset_50_rnc,SCV,Random,0,1111,1,1,29,0
oml_dataset_50_rnc,SDVCMVF,Random,0,1622,1,1,29,0
oml_dataset_50_rnc,SDVCSN,Random,0,2286,1,1,29,0
oml_dataset_50_rnc,SMVFSN,Random,0,2375,1,1,29,0
oml_dataset_50_rnc,SMVFCV,Random,0,1409,1,1,29,0
oml_dataset_50_rnc,SSNCV,Random,0,2105,1,1,29,0
oml_dataset_50_rnc,ALL,Random,0,2552,1,1,29,0
