dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_49_rnc,S,Random,0,1081,1,0,29,0
oml_dataset_49_rnc,SDVC,Random,0,1280,1,0,29,0
oml_dataset_49_rnc,SMVF,Random,0,1367,1,0,29,0
oml_dataset_49_rnc,SSN,Random,0,2042,1,0,29,0
oml_dataset_49_rnc,SCV,Random,0,1105,1,0,29,0
oml_dataset_49_rnc,SDVCMVF,Random,0,1600,1,0,29,0
oml_dataset_49_rnc,SDVCSN,Random,0,2245,1,0,29,0
oml_dataset_49_rnc,SMVFSN,Random,0,2331,1,0,29,0
oml_dataset_49_rnc,SMVFCV,Random,0,1394,1,0,29,0
oml_dataset_49_rnc,SSNCV,Random,0,2070,1,0,29,0
oml_dataset_49_rnc,ALL,Random,0,2502,1,0,29,0
