dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_6,Conf-1,Random,0,886,0,11,0,0
dataset_6,Conf-2,Random,0,966,0,11,0,0
dataset_6,Conf-3,Random,0,1005,0,11,0,0
dataset_6,Conf-4,Random,0,1181,0,11,0,0
dataset_6,Conf-5,Random,0,994,0,11,0,0
dataset_6,Conf-6,Random,0,1101,0,11,0,0
dataset_6,Conf-7,Random,0,1305,0,11,0,0
dataset_6,Conf-8,Random,0,1118,0,11,0,0
dataset_6,Conf-9,Random,0,1294,0,11,0,0
dataset_6,Conf-10,Random,0,1378,0,11,0,0
