dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_21_rnc,S,Random,0,1022,0,0,0,20
oml_dataset_21_rnc,SDVC,Random,0,1142,0,0,0,20
oml_dataset_21_rnc,SMVF,Random,0,1218,0,0,0,20
oml_dataset_21_rnc,SSN,Random,0,1038,0,0,0,20
oml_dataset_21_rnc,SCV,Random,0,1198,0,0,0,20
oml_dataset_21_rnc,SDVCMVF,Random,0,1362,0,0,0,20
oml_dataset_21_rnc,SDVCSN,Random,0,1162,0,0,0,20
oml_dataset_21_rnc,SMVFSN,Random,0,1237,0,0,0,20
oml_dataset_21_rnc,SMVFCV,Random,0,1397,0,0,0,20
oml_dataset_21_rnc,SSNCV,Random,0,1218,0,0,0,20
oml_dataset_21_rnc,ALL,Random,0,1386,0,0,0,20
