dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_5_rnc,S,Random,0,947,0,2,7,0
dataset_5_rnc,SDVC,Random,0,1014,0,2,7,0
dataset_5_rnc,SMVF,Random,0,1044,0,2,7,0
dataset_5_rnc,SSN,Random,0,1191,0,2,7,0
dataset_5_rnc,SCV,Random,0,979,0,2,7,0
dataset_5_rnc,SDVCMVF,Random,0,1124,0,2,7,0
dataset_5_rnc,SDVCSN,Random,0,1262,0,2,7,0
dataset_5_rnc,SMVFSN,Random,0,1291,0,2,7,0
dataset_5_rnc,SMVFCV,Random,0,1079,0,2,7,0
dataset_5_rnc,SSNCV,Random,0,1227,0,2,7,0
dataset_5_rnc,ALL,Random,0,1333,0,2,7,0
