dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_95_rnc,S,Random,0,943,0,10,0,0
oml_dataset_95_rnc,SDVC,Random,0,1013,0,10,0,0
oml_dataset_95_rnc,SMVF,Random,0,1049,0,10,0,0
oml_dataset_95_rnc,SSN,Random,0,1215,0,10,0,0
oml_dataset_95_rnc,SCV,Random,0,1039,0,10,0,0
oml_dataset_95_rnc,SDVCMVF,Random,0,1133,0,10,0,0
oml_dataset_95_rnc,SDVCSN,Random,0,1289,0,10,0,0
oml_dataset_95_rnc,SMVFSN,Random,0,1324,0,10,0,0
oml_dataset_95_rnc,SMVFCV,Random,0,1148,0,10,0,0
oml_dataset_95_rnc,SSNCV,Random,0,1315,0,10,0,0
oml_dataset_95_rnc,ALL,Random,0,1393,0,10,0,0
