dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_33_rnc,S,Random,0,1040,0,0,7,16
oml_dataset_33_rnc,SDVC,Random,0,1182,0,0,7,16
oml_dataset_33_rnc,SMVF,Random,0,1263,0,0,7,16
oml_dataset_33_rnc,SSN,Random,0,1245,0,0,7,16
oml_dataset_33_rnc,SCV,Random,0,1184,0,0,7,16
oml_dataset_33_rnc,SDVCMVF,Random,0,1432,0,0,7,16
oml_dataset_33_rnc,SDVCSN,Random,0,1391,0,0,7,16
oml_dataset_33_rnc,SMVFSN,Random,0,1471,0,0,7,16
oml_dataset_33_rnc,SMVFCV,Random,0,1410,0,0,7,16
oml_dataset_33_rnc,SSNCV,Random,0,1393,0,0,7,16
oml_dataset_33_rnc,ALL,Random,0,1630,0,0,7,16
