dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,dataset_name_orig,ID
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,1,3,No,0.0780262947082519,26.724815368652344,40.80039858818054,0.3161928653717041,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7764866712235132,-2.0,-2.0,0.7533333333333333,0.7154122528248588,-2.0,-2,-2,1998,6384,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,2,8,No,0.0780262947082519,21.84847569465637,118.50482153892516,0.3095419406890869,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7809033072190966,-2.0,-2.0,0.7466666666666667,0.7143407426387377,-2.0,-2,-2,1998,16459,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,3,1,No,0.0780262947082519,22.239964485168457,0.3439779281616211,0.3087568283081054,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7976760082023241,-2.0,-2.0,0.7466666666666667,0.7183436853002071,-2.0,-2,-2,1998,1998,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,4,8,No,0.0780262947082519,19.00862979888916,131.5097849369049,0.327366828918457,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7835585467164414,-2.0,-2.0,0.7433333333333333,0.7095180134490401,-2.0,-2,-2,1998,16801,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,5,1,No,0.0780262947082519,29.385287761688232,0.8238787651062012,0.7908198833465576,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7801934907198066,-2.0,-2.0,0.7433333333333333,0.7192851932895696,-2.0,-2,-2,1998,1998,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,6,2,No,0.0780262947082519,19.784001111984253,16.74505925178528,0.2920122146606445,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7842683632157316,-2.0,-2.0,0.75,0.7191158900836321,-2.0,-2,-2,1998,4053,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,7,6,No,0.0780262947082519,20.68390464782715,99.1637225151062,0.3453049659729004,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7647878437352121,-2.0,-2.0,0.74,0.7128695652173913,-2.0,-2,-2,1998,12706,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,8,2,No,0.0780262947082519,19.05548739433289,17.474321603775024,0.3084373474121094,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7838740207161259,-2.0,-2.0,0.7633333333333333,0.7321529734400241,-2.0,-2,-2,1998,4073,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,9,3,No,0.0780262947082519,20.71281623840332,34.92119884490967,0.3035972118377685,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7878963142121038,-2.0,-2.0,0.7533333333333333,0.717645390070922,-2.0,-2,-2,1998,6210,Gen-and-Run-Pipeline,Credit-g-rnc,1
oml_dataset_4_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,10,5,No,0.0780262947082519,19.975975036621094,67.87046813964844,0.3017821311950683,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7878963142121038,-2.0,-2.0,0.7533333333333333,0.717645390070922,-2.0,-2,-2,1998,10074,Gen-and-Run-Pipeline,Credit-g-rnc,1
