dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,number_of_samples,dataset_name_orig,ID
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,1,0,No,0,0,445.96186232566833,445.94804430007935,0.876978102821355,0.876978102821355,0.8785131485373592,0.0879409730434417,-2,-2,-2,-2,0.7277348797066091,0.7277348797066091,0.7313582490693857,0.1125,-2,-2,-2,-2,1205,1205,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,2,0,No,0,0,445.96186232566833,445.94804430007935,0.8712025942275587,0.8712025942275587,0.8724526759050668,0.0884798817336559,-2,-2,-2,-2,0.7288810772996948,0.7288810772996948,0.7322383121188067,0.1129901058971881,-2,-2,-2,-2,1205,2580,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,3,0,No,0,0,445.96186232566833,445.94804430007935,0.875706453042582,0.875706453042582,0.8767511084953437,0.0845999337732791,-2,-2,-2,-2,0.7285194764622587,0.7285194764622587,0.7319393837373488,0.1086305081844329,-2,-2,-2,-2,1205,4123,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,4,0,No,0,0,445.96186232566833,445.94804430007935,0.89576562622737,0.89576562622737,0.8971596170664583,0.0814746428281068,-2,-2,-2,-2,0.7282889516896064,0.7282889516896064,0.7324373177112853,0.1158887233585119,-2,-2,-2,-2,1205,5833,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,5,0,No,0,0,445.96186232566833,445.94804430007935,0.9025646614940982,0.9025646614940982,0.9038164124601352,0.0780259598046541,-2,-2,-2,-2,0.7268110216764934,0.7268110216764934,0.7311268985401677,0.1192914497107267,-2,-2,-2,-2,1205,7626,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,6,0,No,0,0,445.96186232566833,445.94804430007935,0.8820617143963373,0.8820617143963373,0.8842538088193009,0.0883715435862541,-2,-2,-2,-2,0.7279526766572832,0.7279526766572832,0.7320903343237418,0.1129947729408741,-2,-2,-2,-2,1205,9576,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,7,0,No,0,0,445.96186232566833,445.94804430007935,0.8654646522758774,0.8654646522758774,0.868948724274416,0.0987717024981975,-2,-2,-2,-2,0.7233336351324094,0.7233336351324094,0.7281341423698053,0.120752428099513,-2,-2,-2,-2,1205,11697,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,8,0,No,0,0,445.96186232566833,445.94804430007935,0.8622237348364779,0.8622237348364779,0.865684928371604,0.0996337715536355,-2,-2,-2,-2,0.725554043111296,0.725554043111296,0.7302028603475157,0.12512135989964,-2,-2,-2,-2,1205,13901,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,9,0,No,0,0,445.96186232566833,445.94804430007935,0.8409845703315939,0.8409845703315939,0.8449408286567668,0.1000110432505607,-2,-2,-2,-2,0.7256302397247143,0.7256302397247143,0.7304526024193233,0.12074775993824,-2,-2,-2,-2,1205,16260,Run-CAAFE,0,CMC,3
oml_dataset_3_rnc,CAAFE,,gpt-4o,TabPFN,multiclass,True,10,0,No,0,0,445.96186232566833,445.94804430007935,0.8615414734347808,0.8615414734347808,0.865105324740842,0.1000648643821477,-2,-2,-2,-2,0.7256443199362119,0.7256443199362119,0.7300248953747344,0.1188153479248285,-2,-2,-2,-2,1205,18774,Run-CAAFE,0,CMC,3
