dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,dataset_name_orig,ID
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,1,1,No,0.0584328174591064,3.660593032836914,1.2331459522247314,1.215118169784546,-2.0,0.9983039144268334,0.9983872205374924,0.9641125121241512,-2.0,0.2646537897159714,-2.0,-2.0,-2.0,0.7015648677217818,0.7089911630625066,0.5407239819004525,-2.0,0.9769559749818936,-2.0,-2.0,1486,1486,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,2,15,No,0.0584328174591064,3.078704357147217,37.67115616798401,0.5355257987976074,-2.0,0.99837436064398,0.9984832892549566,0.9641125121241512,-2.0,0.2702341213649231,-2.0,-2.0,-2.0,0.6826089746571964,0.6882069491053203,0.5180995475113123,-2.0,1.0739908037823802,-2.0,-2.0,1486,24634,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,3,11,No,0.0584328174591064,2.980501651763916,27.869759798049927,0.4274520874023437,-2.0,0.9983390127675206,0.9984159951510396,0.9641125121241512,-2.0,0.2726221576727769,-2.0,-2.0,-2.0,0.6724125600020553,0.6777644550219778,0.5294117647058824,-2.0,1.092646025942654,-2.0,-2.0,1486,18389,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,4,1,No,0.0584328174591064,3.209591627120972,0.4228763580322265,0.4060392379760742,-2.0,0.986424854706662,0.9868252818302772,0.8981571290009699,-2.0,0.3315435619895978,-2.0,-2.0,-2.0,0.6778127449816305,0.683779870716204,0.5113122171945701,-2.0,1.491346901269487,-2.0,-2.0,1486,1486,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,5,9,No,0.0584328174591064,2.945021390914917,20.77450156211853,0.4975552558898926,-2.0,0.994177545833614,0.994177545833614,0.9369544131910766,-2.0,0.2962037138008579,-2.0,-2.0,-2.0,0.6903923243840885,0.6903923243840885,0.5135746606334841,-2.0,1.0061834522131472,-2.0,-2.0,1486,14465,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,6,6,No,0.0584328174591064,3.231391668319702,13.302636861801147,0.5302762985229492,-2.0,0.99824710647392,0.9983364700351632,0.9641125121241512,-2.0,0.2632974018189824,-2.0,-2.0,-2.0,0.7080595209741887,0.7145594989385845,0.5475113122171946,-2.0,0.9693548118364804,-2.0,-2.0,1486,9539,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,7,5,No,0.0584328174591064,3.273401021957397,9.636982440948486,0.391146183013916,-2.0,0.9982949946572124,0.9983647710212896,0.9641125121241512,-2.0,0.2715645136498191,-2.0,-2.0,-2.0,0.6890571052687006,0.6958804767144161,0.5361990950226244,-2.0,0.9831512974646512,-2.0,-2.0,1486,7605,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,8,5,No,0.0584328174591064,3.242732524871826,12.210996627807615,0.7946574687957764,-2.0,0.9953514253120376,0.9955879138977942,0.938894277400582,-2.0,0.2928464357253729,-2.0,-2.0,-2.0,0.6828107174277284,0.6886788367330214,0.5361990950226244,-2.0,1.0302706189988655,-2.0,-2.0,1486,8418,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,9,3,No,0.0584328174591064,2.7309956550598145,5.329737186431885,0.4572420120239258,-2.0,0.998139606463031,0.9982370531461514,0.9641125121241512,-2.0,0.2632986894719308,-2.0,-2.0,-2.0,0.7021166297147282,0.7087820570085451,0.5384615384615384,-2.0,1.0416388359669198,-2.0,-2.0,1486,4642,Gen-and-Run-Pipeline,CMC,1
oml_dataset_3_rnc,CatDB,,llama3-70b-8192,Auto,multiclass,True,10,12,No,0.0584328174591064,3.3036813735961914,30.43408989906311,0.6943037509918213,-2.0,0.9984506926425464,0.9984506926425464,0.9641125121241512,-2.0,0.27450332018127,-2.0,-2.0,-2.0,0.684749933739696,0.6847381662676378,0.5158371040723982,-2.0,0.9976048202090664,-2.0,-2.0,1486,19905,Gen-and-Run-Pipeline,CMC,1
