dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dataset_4_rnc,S,Random,0,1258,1,0,60,0
dataset_4_rnc,SDVC,Random,0,1583,1,0,60,0
dataset_4_rnc,SMVF,Random,0,1823,1,0,60,0
dataset_4_rnc,SSN,Random,0,2856,1,0,60,0
dataset_4_rnc,SCV,Random,0,1282,1,0,60,0
dataset_4_rnc,SDVCMVF,Random,0,2213,1,0,60,0
dataset_4_rnc,SDVCSN,Random,0,3185,1,0,60,0
dataset_4_rnc,SMVFSN,Random,0,3424,1,0,60,0
dataset_4_rnc,SMVFCV,Random,0,1850,1,0,60,0
dataset_4_rnc,SSNCV,Random,0,2884,1,0,60,0
dataset_4_rnc,ALL,Random,0,3721,1,0,60,0
